epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,19.406,19.406,0.541224,1.358
2,20.014,39.420,0.465329,1.293
3,18.756,58.175,0.437887,1.359
4,20.067,78.243,0.437738,1.311
5,18.773,97.015,0.431226,1.359
6,20.077,117.092,0.428359,1.318
7,20.101,137.193,0.428867,1.306
8,20.723,157.916,0.433559,1.279
9,22.441,180.357,0.601189,4.101
10,33.922,214.279,0.755649,4.972
11,29.437,243.716,0.703499,4.685
12,30.598,274.314,0.713305,4.954
13,30.933,305.247,0.676256,5.240
14,33.186,338.433,0.668356,5.531
15,32.431,370.865,0.686913,4.927
16,36.108,406.973,0.669178,4.978
17,35.168,442.141,0.648608,4.812
18,51.393,493.534,0.849509,13.621
19,62.350,555.885,0.962327,15.452
20,66.744,622.628,0.943154,14.995
21,66.088,688.716,0.950542,16.079
22,73.466,762.182,0.926586,16.080
23,62.363,824.545,0.909634,15.862
24,70.391,894.936,0.930879,14.831
25,76.007,970.943,0.937030,15.451
