epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,3.182,3.182,0.712550,0.259
2,3.168,6.350,0.538328,0.262
3,2.951,9.301,0.495513,0.256
4,2.978,12.279,0.505394,0.262
5,3.136,15.415,1.223339,0.434
6,3.358,18.773,0.829563,0.441
7,3.085,21.858,0.821944,0.424
8,3.152,25.010,0.664271,0.437
9,3.363,28.374,0.947347,0.719
10,3.726,32.100,0.794168,0.707
11,3.559,35.660,0.916719,0.714
12,3.504,39.163,0.820292,0.739
13,3.660,42.824,0.875860,1.206
14,4.110,46.933,0.906522,1.311
15,3.913,50.847,1.011383,1.248
16,4.012,54.859,0.953044,1.256
17,4.455,59.314,1.166473,1.922
18,4.128,63.442,1.031230,1.920
19,4.787,68.229,1.084183,1.907
20,4.488,72.716,0.980257,1.863
