epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,3.850,3.850,0.866383,0.257
2,3.056,6.906,0.748502,0.261
3,2.861,9.767,0.714121,0.261
4,2.926,12.693,0.701204,0.261
5,2.960,15.653,0.706580,0.262
6,3.075,18.727,0.705599,0.262
7,2.824,21.551,0.701021,0.262
8,2.923,24.474,0.690442,0.261
9,2.913,27.387,0.709334,0.262
10,3.148,30.535,0.695116,0.262
11,2.967,33.502,0.717854,0.261
12,2.900,36.402,0.698002,0.261
13,2.914,39.316,0.701239,0.262
14,3.040,42.356,0.696870,0.262
15,3.000,45.355,0.696030,0.261
16,2.859,48.214,0.699725,0.262
17,2.897,51.111,0.700996,0.262
18,3.561,54.672,1.078534,0.732
19,3.392,58.064,1.313864,0.723
20,3.404,61.468,1.399826,0.735
21,3.558,65.027,1.327825,0.699
22,3.387,68.413,1.401263,0.741
23,3.318,71.731,1.272994,0.696
24,3.452,75.183,1.407987,0.707
25,3.561,78.744,2.630738,0.719
26,3.446,82.190,1.254597,0.683
27,3.398,85.588,1.370648,0.721
28,3.479,89.067,1.159277,0.702
29,3.520,92.587,1.447885,0.689
30,3.533,96.120,1.302411,0.734
31,3.481,99.601,1.313935,0.722
32,3.566,103.167,1.180669,0.698
33,3.417,106.583,1.386775,0.692
34,3.443,110.027,1.295263,0.739
35,3.422,113.449,1.271217,0.733
36,4.884,118.333,1.988185,1.830
37,4.757,123.090,1.875691,1.706
38,5.511,128.601,1.712446,1.854
39,4.562,133.163,1.779942,1.941
40,4.945,138.107,1.767836,1.830
41,4.602,142.710,1.926873,1.762
42,4.315,147.024,1.550542,1.848
43,4.866,151.890,1.866043,1.873
44,4.694,156.584,1.637336,1.905
45,4.470,161.054,1.739293,1.915
46,4.573,165.626,1.751077,1.868
47,4.592,170.219,1.751986,1.833
48,4.717,174.935,1.790632,1.906
49,4.543,179.478,1.590175,1.815
50,4.893,184.371,1.764704,1.843
