step,toy_roc_auc
100,0.9616
200,0.9524
300,0.9616
400,0.9669
500,0.9683
600,0.9722
700,0.9802
800,0.9868
900,0.9907
1000,0.9881
1100,0.9868
1200,0.9894
1300,0.9894
1400,0.9921
1500,0.9921
1600,0.9987
1700,1.0000
1800,0.9987
1900,0.9987
2000,0.9974
2100,0.9987
2200,0.9987
2300,0.9987
2400,0.9987
2500,1.0000
