step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,32.634,32.634,0.502639,1.658
200,30.909,63.543,0.486954,1.649
300,30.615,94.158,0.492716,1.664
400,32.530,126.689,0.490000,1.663
500,49.497,176.186,0.489844,1.643
600,42.450,218.636,0.479810,1.665
700,35.005,253.641,0.467815,1.633
800,36.179,289.820,0.456504,1.633
900,75.863,365.683,0.450920,1.659
1000,67.237,432.920,0.458902,1.659
1100,36.142,469.062,0.453362,1.659
1200,35.642,504.704,0.451383,1.645
1300,34.377,539.080,0.450025,1.645
1400,36.609,575.690,0.449586,1.672
1500,34.494,610.184,0.459160,1.672
1600,35.331,645.515,0.461702,1.651
1700,34.149,679.664,0.445984,1.672
1800,35.892,715.556,0.451235,1.651
1900,34.966,750.522,0.455857,1.665
2000,36.403,786.925,0.454370,1.665
2100,36.650,823.575,0.459524,1.651
2200,35.396,858.971,0.443807,1.672
2300,34.371,893.342,0.449509,1.651
2400,35.925,929.266,0.453771,1.665
2500,39.086,968.352,0.452990,1.665
