step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,66.866,66.866,0.509565,1.663
200,63.819,130.685,0.491001,1.663
300,71.261,201.946,0.488032,1.663
400,63.291,265.237,0.487308,1.657
500,68.396,333.633,0.490776,1.657
600,63.729,397.362,0.487864,1.665
700,54.889,452.250,0.482539,1.665
800,60.938,513.188,0.482274,1.665
900,54.454,567.643,0.482237,1.658
1000,54.489,622.132,0.477339,1.658
1100,67.632,689.764,0.473666,1.665
1200,54.903,744.666,0.467542,1.665
1300,58.912,803.578,0.465441,1.665
1400,55.567,859.145,0.464535,1.658
1500,55.928,915.073,0.458402,1.658
1600,67.305,982.378,0.464304,1.665
1700,61.325,1043.703,0.462123,1.665
1800,70.244,1113.947,0.460486,1.665
1900,61.668,1175.614,0.460615,1.658
2000,64.880,1240.494,0.455100,1.658
2100,67.763,1308.257,0.461893,1.665
2200,59.958,1368.215,0.460578,1.665
2300,72.884,1441.099,0.458582,1.665
2400,67.208,1508.307,0.458972,1.658
2500,71.150,1579.458,0.453313,1.658
