step,toy_roc_auc
100,0.9471
200,0.9577
300,0.9616
400,0.9643
500,0.9669
600,0.9643
700,0.9669
800,0.9683
900,0.9735
1000,0.9788
1100,0.9868
1200,0.9934
1300,0.9921
1400,0.9921
1500,0.9894
1600,0.9934
1700,0.9947
1800,0.9947
1900,0.9947
2000,0.9947
2100,0.9947
2200,0.9947
2300,0.9947
2400,0.9947
2500,0.9947
