step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,39.194,39.194,0.522843,1.655
200,36.302,75.496,0.499740,1.663
300,39.064,114.560,0.489300,1.681
400,37.470,152.030,0.484197,1.650
500,46.807,198.837,0.482804,1.681
600,39.006,237.843,0.477400,1.670
700,35.604,273.447,0.477007,1.683
800,37.706,311.153,0.484933,1.652
900,68.106,379.258,0.469197,1.683
1000,66.101,445.359,0.481898,1.670
1100,38.184,483.543,0.473688,1.670
1200,36.412,519.955,0.484892,1.649
1300,37.001,556.956,0.474631,1.649
1400,35.853,592.809,0.468522,1.683
1500,36.948,629.757,0.475068,1.670
1600,31.545,661.302,0.457217,1.652
1700,31.166,692.468,0.446167,1.682
1800,31.239,723.707,0.452277,1.627
1900,29.360,753.068,0.470383,1.670
2000,30.121,783.188,0.465123,1.682
2100,35.846,819.034,0.449263,1.652
2200,36.328,855.363,0.438990,1.682
2300,37.445,892.808,0.445818,1.627
2400,34.844,927.652,0.465955,1.670
2500,35.496,963.148,0.460587,1.682
