step,toy_roc_auc
100,0.9193
200,0.9524
300,0.9643
400,0.9643
500,0.9669
600,0.9616
700,0.9603
800,0.9577
900,0.9577
1000,0.9563
1100,0.9603
1200,0.9616
1300,0.9630
1400,0.9643
1500,0.9656
1600,0.9696
1700,0.9722
1800,0.9749
1900,0.9762
2000,0.9802
2100,0.9841
2200,0.9868
2300,0.9881
2400,0.9881
2500,0.9894
