epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,4.526,4.526,1.435394,1.889
2,5.455,9.981,1.137524,1.973
3,5.176,15.157,1.220271,1.757
4,4.591,19.747,1.033572,1.861
5,4.509,24.257,1.151332,1.778
6,4.569,28.826,0.951892,1.877
7,4.275,33.101,1.010299,1.844
8,4.768,37.869,1.035980,1.867
9,5.216,43.085,1.124583,1.866
10,4.499,47.584,1.161685,1.803
11,4.960,52.544,1.106893,1.911
12,5.578,58.122,1.002219,1.887
13,4.209,62.331,1.035346,1.978
14,4.859,67.190,1.070244,1.929
15,4.203,71.393,0.960146,1.768
16,4.810,76.204,1.105400,1.766
17,4.407,80.610,1.025577,1.869
18,4.223,84.833,0.949595,1.782
19,4.896,89.729,1.073379,1.869
20,4.476,94.206,1.006738,1.952
