epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,5.182,5.182,1.395046,1.978
2,4.647,9.829,1.060267,1.800
3,4.425,14.254,1.231953,1.870
4,4.294,18.548,1.031858,1.904
5,4.157,22.705,1.135632,1.873
6,4.401,27.106,1.017108,1.840
7,4.476,31.582,0.987984,1.971
8,4.353,35.935,1.008271,1.918
9,4.181,40.116,1.103632,1.835
10,4.432,44.548,1.011834,1.930
11,4.454,49.002,0.981631,1.836
12,4.727,53.729,1.096183,1.901
13,5.532,59.262,0.984310,1.891
14,4.162,63.423,1.048512,1.740
15,4.160,67.583,0.967319,1.901
16,4.614,72.197,1.058820,1.971
17,4.579,76.776,1.068997,1.838
18,4.340,81.116,0.959465,1.882
19,4.771,85.888,0.908173,1.918
20,4.134,90.022,1.016478,1.842
21,4.321,94.343,1.071700,1.947
22,4.095,98.438,0.868556,1.930
23,4.548,102.986,0.976324,1.847
24,4.544,107.530,1.096545,1.890
25,4.863,112.394,1.035994,1.801
26,4.556,116.949,1.051834,1.918
27,4.194,121.143,0.934577,1.803
28,4.096,125.239,0.964484,1.843
29,4.540,129.779,0.920150,1.929
30,4.092,133.871,1.047135,1.947
31,4.383,138.254,0.963748,1.907
32,4.341,142.595,1.055409,1.864
33,4.301,146.896,1.065188,1.807
34,4.299,151.195,0.994536,1.881
35,4.167,155.362,1.061833,1.919
36,4.550,159.912,0.996337,1.841
37,4.301,164.213,0.972087,1.868
38,4.314,168.527,1.005781,1.818
39,4.421,172.947,0.932014,1.901
40,4.273,177.221,1.012638,1.962
41,3.782,181.003,0.872317,1.677
42,4.556,185.559,1.027635,1.837
43,4.161,189.720,0.990105,1.921
44,4.092,193.813,0.936735,1.886
45,4.577,198.389,1.036304,1.909
46,4.444,202.833,0.945381,1.980
47,4.176,207.009,0.931367,1.813
48,4.600,211.609,0.962041,1.946
49,4.589,216.199,1.112646,1.805
50,4.335,220.533,0.934962,1.820
51,4.281,224.814,0.940381,1.978
52,4.349,229.163,1.091203,1.845
53,4.440,233.602,1.050200,1.849
54,4.219,237.821,0.959604,1.844
55,4.230,242.051,1.011087,1.842
56,5.267,247.318,1.046775,1.880
57,4.251,251.569,1.032739,1.920
58,4.441,256.011,0.910231,1.760
59,4.523,260.534,0.919913,1.864
60,4.372,264.906,1.028335,1.877
61,4.556,269.461,1.066951,1.752
62,4.236,273.697,1.094995,1.753
63,4.466,278.162,0.951957,1.841
64,4.077,282.240,0.929152,1.815
65,4.334,286.574,0.995721,1.976
66,4.762,291.336,0.787596,1.976
67,4.365,295.701,0.952983,1.897
68,4.586,300.287,1.020166,1.918
69,4.486,304.773,0.953458,1.901
70,4.509,309.281,0.957128,1.921
71,4.117,313.399,0.912118,1.898
72,4.335,317.734,0.869758,1.810
73,4.605,322.338,1.000640,1.952
74,4.099,326.438,0.982788,1.876
75,4.391,330.828,1.014979,1.795
76,4.437,335.265,0.951996,1.925
77,4.712,339.977,1.012351,1.884
78,4.122,344.099,1.000670,1.880
79,4.351,348.451,0.851554,1.816
80,4.781,353.232,0.918263,1.831
81,4.643,357.874,1.025931,1.911
82,4.123,361.997,0.970989,1.844
83,4.507,366.504,0.951963,1.782
84,4.614,371.118,0.945666,1.853
85,4.317,375.435,1.027260,1.808
86,4.520,379.955,0.923419,1.763
87,4.603,384.557,0.855325,1.828
88,4.404,388.962,0.950660,1.827
89,4.447,393.409,0.978340,1.766
90,4.567,397.975,1.017958,1.895
91,4.539,402.514,0.889926,1.962
92,4.283,406.796,0.924059,1.864
93,4.246,411.042,0.915526,1.890
94,4.395,415.437,0.996463,1.911
95,4.275,419.712,0.890677,1.851
96,4.559,424.271,1.013810,1.857
97,4.596,428.868,0.945425,1.876
98,4.034,432.902,1.059589,1.853
99,4.692,437.593,0.940119,1.810
100,4.868,442.461,1.051376,1.930
