step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,43.928,43.928,0.529593,0.051
200,42.154,86.082,0.490342,0.102
300,41.986,128.069,0.472941,0.102
400,41.963,170.032,0.468761,0.102
500,43.971,214.003,0.464074,0.051
600,42.151,256.155,0.471697,0.104
700,41.963,298.118,0.465167,0.104
800,41.935,340.053,0.468737,0.104
900,48.362,388.415,0.467895,0.052
1000,48.808,437.222,0.462100,0.103
1100,47.586,484.808,0.464081,0.103
1200,49.712,534.521,0.461421,0.103
1300,46.887,581.408,0.462168,0.052
1400,43.506,624.914,0.457191,0.103
1500,43.183,668.098,0.460277,0.103
1600,43.447,711.545,0.461759,0.103
1700,43.856,755.401,0.463536,0.052
1800,43.519,798.919,0.460216,0.103
1900,43.366,842.285,0.458490,0.103
2000,43.382,885.667,0.456120,0.103
2100,43.120,928.787,0.458881,0.051
2200,43.015,971.802,0.455490,0.104
2300,42.580,1014.383,0.455058,0.104
2400,42.551,1056.934,0.453486,0.104
2500,43.255,1100.189,0.463689,0.052
2600,43.080,1143.269,0.463157,0.103
2700,43.216,1186.485,0.450939,0.103
2800,42.716,1229.201,0.456182,0.103
2900,44.659,1273.860,0.457008,0.052
3000,46.303,1320.163,0.454231,0.103
3100,47.147,1367.310,0.453603,0.103
3200,47.518,1414.828,0.458598,0.103
3300,45.542,1460.370,0.460039,0.052
3400,43.024,1503.394,0.463069,0.103
3500,42.735,1546.129,0.456135,0.103
3600,42.763,1588.892,0.454349,0.103
3700,42.149,1631.041,0.453908,0.052
3800,41.809,1672.850,0.453649,0.103
3900,41.632,1714.481,0.460270,0.103
4000,41.609,1756.090,0.455925,0.103
4100,42.865,1798.955,0.453574,0.052
4200,42.507,1841.462,0.457855,0.103
4300,42.357,1883.819,0.458724,0.103
4400,42.317,1926.137,0.454279,0.103
4500,44.039,1970.176,0.458296,0.052
4600,42.268,2012.444,0.455786,0.103
4700,42.078,2054.522,0.452032,0.103
4800,42.060,2096.582,0.460174,0.103
4900,47.630,2144.212,0.447842,0.052
5000,43.382,2187.593,0.460505,0.103
5100,43.182,2230.775,0.450748,0.103
5200,43.650,2274.425,0.451055,0.103
5300,43.189,2317.614,0.454003,0.052
5400,42.713,2360.327,0.457102,0.103
5500,42.174,2402.501,0.460882,0.103
5600,42.190,2444.691,0.453833,0.103
5700,52.510,2497.201,0.452218,0.052
5800,52.681,2549.882,0.446142,0.103
5900,52.498,2602.380,0.455795,0.103
6000,52.515,2654.895,0.452630,0.103
6100,49.006,2703.901,0.454610,0.052
6200,50.765,2754.666,0.452094,0.103
6300,47.458,2802.124,0.449603,0.103
6400,47.886,2850.010,0.450597,0.103
6500,44.427,2894.437,0.453112,0.052
6600,43.120,2937.557,0.458575,0.103
6700,42.777,2980.334,0.447001,0.103
6800,42.784,3023.118,0.456597,0.103
6900,42.862,3065.980,0.455824,0.052
7000,42.485,3108.465,0.459756,0.103
7100,42.569,3151.034,0.455005,0.103
7200,42.567,3193.601,0.455460,0.103
7300,42.554,3236.155,0.453232,0.051
7400,42.166,3278.320,0.450758,0.104
7500,42.031,3320.352,0.450390,0.104
7600,42.013,3362.364,0.452259,0.104
7700,43.474,3405.838,0.450427,0.052
7800,42.487,3448.325,0.449817,0.103
7900,42.315,3490.640,0.452469,0.103
8000,42.314,3532.954,0.457980,0.103
8100,43.219,3576.173,0.450708,0.052
8200,42.409,3618.582,0.446960,0.103
8300,42.868,3661.450,0.454838,0.103
8400,42.117,3703.567,0.454424,0.103
8500,42.670,3746.237,0.449754,0.052
8600,42.351,3788.587,0.453362,0.103
8700,42.181,3830.768,0.450357,0.103
8800,42.639,3873.408,0.447909,0.103
8900,43.534,3916.942,0.451482,0.051
9000,43.091,3960.033,0.448218,0.104
9100,42.920,4002.953,0.453621,0.104
9200,42.915,4045.868,0.457045,0.104
9300,43.415,4089.283,0.451666,0.052
9400,42.966,4132.250,0.445715,0.103
9500,42.812,4175.062,0.447394,0.103
9600,43.136,4218.198,0.453910,0.103
9700,43.263,4261.461,0.451040,0.052
9800,42.798,4304.259,0.454351,0.103
9900,42.635,4346.894,0.450609,0.103
10000,42.620,4389.514,0.455813,0.103
