epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,76.272,76.272,1.123620,16.439
2,73.917,150.189,0.989182,16.153
3,73.903,224.092,0.989044,16.012
4,70.452,294.544,0.974605,15.431
5,75.719,370.262,0.981811,16.150
6,77.306,447.569,0.933765,15.586
7,70.206,517.775,0.967139,15.867
8,60.630,578.404,0.938448,15.036
9,71.138,649.542,0.929193,14.835
10,61.141,710.683,0.922493,15.517
11,64.239,774.922,0.923243,14.835
12,60.836,835.758,0.933126,15.935
13,75.200,910.958,0.934548,16.440
14,72.416,983.374,0.920338,16.154
15,73.566,1056.940,0.937947,16.013
16,68.730,1125.671,0.938253,15.432
17,71.115,1196.786,0.948416,16.151
18,74.326,1271.112,0.903019,15.587
19,66.420,1337.532,0.937847,15.868
20,58.086,1395.619,0.912193,15.037
21,76.720,1472.339,0.901287,14.836
22,63.233,1535.572,0.894333,15.518
23,67.317,1602.889,0.897260,14.836
24,64.110,1666.999,0.904776,15.937
25,76.450,1743.449,0.914460,16.440
