step,toy_roc_auc
100,0.8730
200,0.9537
300,0.9563
400,0.9577
500,0.9563
600,0.9577
700,0.9630
800,0.9749
900,0.9854
1000,0.9934
1100,0.9974
1200,0.9974
1300,0.9974
1400,0.9974
1500,0.9960
1600,0.9960
1700,0.9947
1800,0.9974
1900,0.9947
2000,0.9947
2100,0.9960
2200,0.9974
2300,0.9974
2400,0.9974
2500,0.9974
