step,toy_roc_auc
100,0.9431
200,0.8962
300,0.9206
400,0.1171
500,0.3049
600,0.3571
700,0.5000
800,0.5000
900,0.4643
1000,0.5198
1100,0.4921
1200,0.5000
1300,0.5000
1400,0.5000
1500,0.5000
1600,0.5000
1700,0.5000
1800,0.5000
1900,0.4762
2000,0.5000
2100,0.4901
2200,0.5000
2300,0.5000
2400,0.5000
2500,0.4960
