step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,35.043,35.043,0.705880,1.566
200,33.432,68.475,0.693694,1.581
300,34.045,102.519,0.693579,1.557
400,32.836,135.356,0.696003,1.581
500,40.765,176.120,0.693588,1.557
600,35.561,211.681,0.693369,1.567
700,35.412,247.093,0.693586,1.583
800,32.846,279.939,0.693210,1.571
900,72.941,352.880,0.693391,1.559
1000,68.128,421.008,0.693328,1.580
1100,34.861,455.869,0.693188,1.580
1200,33.948,489.817,0.693476,1.566
1300,33.695,523.513,0.693237,1.571
1400,32.516,556.029,0.693537,1.583
1500,33.128,589.157,0.693381,1.582
1600,34.056,623.213,0.693394,1.582
1700,33.025,656.237,0.693562,1.582
1800,33.623,689.861,0.693463,1.582
1900,34.719,724.580,0.694530,1.582
2000,34.510,759.089,0.693405,1.567
2100,34.349,793.438,0.693405,1.582
2200,33.678,827.116,0.693490,1.582
2300,32.506,859.622,0.693326,1.582
2400,33.992,893.614,0.693508,1.582
2500,34.975,928.589,0.693312,1.567
