epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,3.299,3.299,0.698481,0.257
2,3.216,6.514,0.499055,0.261
3,2.988,9.503,0.506632,0.261
4,3.100,12.603,0.513392,0.261
5,3.140,15.742,0.517743,0.262
6,3.264,19.006,0.506024,0.262
7,3.012,22.019,0.503190,0.262
8,3.065,25.083,0.519147,0.261
9,3.079,28.162,0.509651,0.262
10,3.313,31.475,0.512917,0.262
11,3.221,34.696,1.193073,0.424
12,3.163,37.858,0.861019,0.439
13,3.114,40.973,0.791256,0.401
14,3.467,44.440,0.684222,0.440
15,3.279,47.719,0.685477,0.435
16,3.146,50.865,0.735327,0.427
17,3.223,54.089,0.742355,0.410
18,3.475,57.563,0.738223,0.420
19,3.166,60.729,0.701485,0.431
20,3.222,63.951,0.641645,0.436
21,3.418,67.369,0.968745,0.711
22,3.646,71.016,0.833134,0.724
23,3.410,74.425,0.833658,0.740
24,3.419,77.844,0.770360,0.721
25,3.782,81.626,0.838469,0.737
26,3.453,85.079,0.799208,0.679
27,3.610,88.689,0.823148,0.702
28,3.446,92.135,0.853665,0.691
29,3.667,95.802,0.772141,0.724
30,3.554,99.356,0.853534,0.713
31,4.190,103.546,0.979176,1.190
32,4.088,107.634,0.944023,1.298
33,4.393,112.027,1.066684,1.328
34,4.186,116.214,0.922900,1.266
35,3.927,120.140,0.794283,1.328
36,4.450,124.591,0.965986,1.244
37,4.094,128.685,0.858380,1.318
38,4.287,132.972,1.065135,1.337
39,4.070,137.042,0.878651,1.221
40,4.236,141.278,0.924057,1.220
41,4.644,145.922,0.964678,1.750
42,4.785,150.707,1.042155,1.945
43,4.697,155.405,1.014952,1.834
44,4.526,159.931,0.970961,1.839
45,4.394,164.324,1.045064,1.896
46,4.882,169.206,1.030548,1.850
47,4.659,173.866,0.901777,1.940
48,4.624,178.489,0.918016,1.719
49,4.581,183.070,1.031184,1.868
50,5.038,188.108,1.057552,1.926
