epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,5.614,5.614,1.806580,1.927
2,4.932,10.546,1.225776,1.730
3,4.643,15.189,1.362201,1.798
4,4.545,19.734,1.347856,1.950
5,4.784,24.518,1.375980,1.884
6,5.016,29.534,1.373804,1.911
7,5.097,34.632,1.452311,1.948
8,5.017,39.648,1.462589,1.867
9,5.077,44.725,1.489061,1.825
10,5.175,49.900,1.646134,1.851
11,4.757,54.658,1.564769,1.729
12,5.491,60.149,1.715715,1.923
13,5.162,65.311,1.641932,1.759
14,4.695,70.006,1.598086,1.798
15,4.831,74.836,1.639260,1.913
16,4.752,79.589,1.664971,1.821
17,4.648,84.237,1.626005,1.951
18,4.781,89.017,1.760359,1.703
19,4.876,93.893,1.519891,1.786
20,4.581,98.474,1.591725,1.839
21,4.896,103.370,1.702641,1.845
22,5.246,108.616,1.630137,1.909
23,4.603,113.219,1.789842,1.823
24,4.243,117.462,1.551261,1.880
25,4.747,122.208,1.637478,1.930
26,5.233,127.442,1.564986,1.857
27,4.659,132.101,1.607722,1.943
28,4.748,136.848,1.657823,1.933
29,5.322,142.170,1.641447,1.809
30,5.083,147.253,1.490403,1.849
31,4.977,152.230,1.532109,1.977
32,4.532,156.762,1.617154,1.913
33,5.337,162.099,1.580248,1.854
34,5.105,167.203,1.600441,1.901
35,4.987,172.191,1.673680,1.845
36,4.925,177.116,1.654015,1.860
37,5.463,182.579,1.577553,1.887
38,4.774,187.353,1.650710,1.874
39,5.737,193.090,1.687342,1.927
40,4.772,197.862,1.531278,1.863
41,5.129,202.991,1.712841,1.897
42,4.881,207.872,1.647212,1.881
43,5.212,213.084,1.606368,1.947
44,5.095,218.179,1.736278,1.740
45,4.570,222.749,1.657464,1.746
46,5.162,227.911,1.613360,1.929
47,4.719,232.630,1.586844,1.927
48,5.074,237.704,1.631320,1.961
49,5.205,242.909,1.697998,1.977
50,5.167,248.076,1.528344,1.810
