step,toy_roc_auc
100,0.1468
200,0.5126
300,0.3128
400,0.2050
500,0.7692
600,0.6455
700,0.6005
800,0.1343
900,0.2381
1000,0.5595
1100,0.6356
1200,0.4663
1300,0.4881
1400,0.5714
1500,0.5952
1600,0.5952
1700,0.6263
1800,0.5840
1900,0.7474
2000,0.5952
2100,0.5952
2200,0.5952
2300,0.5952
2400,0.3571
2500,0.4048
