step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,52.171,52.171,0.517728,0.051
200,54.868,107.039,0.485582,0.102
300,57.195,164.233,0.480571,0.102
400,57.361,221.594,0.471931,0.102
500,44.952,266.546,0.470000,0.052
600,43.243,309.788,0.478983,0.103
700,42.903,352.691,0.480226,0.103
800,42.903,395.595,0.464205,0.103
900,54.612,450.207,0.474911,0.052
1000,52.692,502.900,0.467909,0.103
1100,52.516,555.415,0.456982,0.103
1200,52.514,607.929,0.463529,0.103
1300,54.965,662.894,0.468880,0.051
1400,51.793,714.687,0.473716,0.104
1500,49.179,763.866,0.471061,0.104
1600,49.063,812.929,0.467587,0.104
1700,45.009,857.938,0.463493,0.052
1800,42.938,900.876,0.460660,0.103
1900,43.020,943.895,0.460704,0.103
2000,43.251,987.146,0.456979,0.103
2100,43.148,1030.294,0.462111,0.052
2200,42.835,1073.129,0.460927,0.103
2300,42.638,1115.768,0.460014,0.103
2400,42.778,1158.545,0.460394,0.103
2500,43.511,1202.056,0.467135,0.052
2600,42.892,1244.947,0.463903,0.103
2700,42.608,1287.556,0.469842,0.103
2800,43.222,1330.778,0.463471,0.103
2900,42.729,1373.507,0.478772,0.052
3000,42.313,1415.820,0.473290,0.103
3100,41.847,1457.667,0.472436,0.103
3200,42.166,1499.833,0.476427,0.103
3300,50.821,1550.654,0.462055,0.052
3400,47.164,1597.819,0.463701,0.103
3500,47.100,1644.919,0.458603,0.103
3600,52.826,1697.745,0.464334,0.103
3700,43.691,1741.436,0.464399,0.052
3800,43.171,1784.607,0.465622,0.103
3900,43.087,1827.694,0.469164,0.103
4000,43.279,1870.973,0.459383,0.103
4100,43.510,1914.483,0.475208,0.052
4200,43.147,1957.631,0.467243,0.103
4300,43.002,2000.633,0.466480,0.103
4400,43.197,2043.830,0.469476,0.103
4500,48.549,2092.379,0.477037,0.052
4600,48.365,2140.743,0.478229,0.103
4700,53.078,2193.821,0.475018,0.103
4800,44.347,2238.168,0.475182,0.103
4900,43.155,2281.323,0.475354,0.052
5000,42.916,2324.239,0.471116,0.103
5100,42.542,2366.781,0.474834,0.103
5200,42.492,2409.274,0.474768,0.103
5300,44.424,2453.698,0.476927,0.052
5400,43.384,2497.081,0.472104,0.103
5500,43.400,2540.481,0.471031,0.103
5600,43.229,2583.711,0.472446,0.103
5700,42.511,2626.222,0.466978,0.052
5800,42.381,2668.603,0.478380,0.103
5900,41.936,2710.539,0.465738,0.103
6000,42.004,2752.542,0.470394,0.103
6100,48.181,2800.723,0.474858,0.051
6200,47.896,2848.619,0.478659,0.104
6300,53.381,2902.000,0.467975,0.104
6400,53.485,2955.485,0.465291,0.104
6500,47.547,3003.032,0.479775,0.051
6600,47.038,3050.070,0.478215,0.104
6700,46.797,3096.867,0.473973,0.104
6800,46.340,3143.207,0.471362,0.104
6900,45.163,3188.370,0.472022,0.052
7000,42.365,3230.734,0.472736,0.103
7100,42.342,3273.077,0.473552,0.103
7200,42.662,3315.739,0.472264,0.103
7300,46.777,3362.516,0.478411,0.052
7400,46.748,3409.264,0.473386,0.103
7500,46.915,3456.179,0.478084,0.103
7600,46.957,3503.137,0.478540,0.103
7700,52.996,3556.133,0.469517,0.052
7800,51.416,3607.549,0.470451,0.103
7900,54.885,3662.433,0.478949,0.103
8000,49.726,3712.159,0.465892,0.103
8100,51.053,3763.212,0.475584,0.052
8200,50.090,3813.302,0.473799,0.103
8300,47.845,3861.147,0.469541,0.103
8400,52.275,3913.422,0.474163,0.103
8500,53.759,3967.181,0.472433,0.052
8600,49.759,4016.939,0.463957,0.103
8700,48.033,4064.972,0.472724,0.103
8800,47.980,4112.952,0.479881,0.103
8900,49.965,4162.917,0.471631,0.052
9000,52.747,4215.664,0.469925,0.103
9100,53.569,4269.233,0.467546,0.103
9200,50.945,4320.178,0.474792,0.103
9300,49.392,4369.570,0.470556,0.052
9400,48.145,4417.714,0.467804,0.103
9500,47.924,4465.639,0.474248,0.103
9600,47.883,4513.521,0.469567,0.103
9700,45.295,4558.816,0.469545,0.051
9800,42.605,4601.421,0.471016,0.104
9900,42.508,4643.929,0.465967,0.104
10000,52.513,4696.441,0.470941,0.104
