epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,78.467,78.467,1.140868,15.583
2,72.945,151.412,1.005908,15.861
3,63.810,215.223,0.973566,14.502
4,70.766,285.988,0.955249,15.942
5,79.273,365.262,0.974925,15.798
6,70.242,435.503,0.950893,14.639
7,73.092,508.596,0.954485,15.583
8,65.807,574.402,0.958495,14.947
9,63.344,637.746,0.950487,13.474
10,62.532,700.278,0.948555,16.009
11,74.873,775.151,0.943477,15.861
12,72.940,848.091,0.927013,13.812
13,77.654,925.745,0.951426,15.585
14,77.139,1002.884,0.943107,15.863
15,77.530,1080.414,0.928876,14.504
16,72.300,1152.714,0.919743,15.943
17,83.602,1236.316,0.943549,15.799
18,71.583,1307.899,0.927722,14.640
19,75.503,1383.403,0.927276,15.585
20,67.393,1450.796,0.932571,14.948
21,68.426,1519.221,0.927513,13.475
22,68.175,1587.397,0.920562,16.011
23,84.100,1671.497,0.927925,15.863
24,71.771,1743.268,0.900563,13.814
25,76.694,1819.962,0.929875,15.585
26,76.656,1896.617,0.922839,15.863
27,77.316,1973.933,0.909059,14.504
28,73.371,2047.304,0.896273,15.943
29,82.691,2129.995,0.925686,15.799
30,70.998,2200.993,0.913323,14.640
31,66.067,2267.060,0.903504,15.585
32,69.107,2336.166,0.918649,14.948
33,69.309,2405.476,0.909355,13.475
34,68.431,2473.906,0.904651,16.011
35,83.178,2557.085,0.919871,15.863
36,71.617,2628.702,0.885497,13.814
37,71.418,2700.120,0.920106,15.585
38,75.304,2775.424,0.913511,15.863
39,71.812,2847.236,0.896108,14.504
40,71.100,2918.336,0.886511,15.943
41,80.451,2998.787,0.918711,15.799
42,69.842,3068.629,0.908873,14.640
43,74.992,3143.621,0.894605,15.585
44,66.068,3209.689,0.910292,14.948
45,66.043,3275.732,0.900669,13.475
46,59.890,3335.622,0.896508,16.011
47,74.934,3410.556,0.916489,15.863
48,72.530,3483.086,0.876939,13.814
49,74.185,3557.271,0.914188,15.585
50,75.487,3632.758,0.908967,15.863
