step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,27.613,27.613,0.596464,0.309
200,25.654,53.267,0.533611,0.328
300,25.398,78.665,0.534081,0.328
400,28.072,106.738,0.536652,0.328
500,31.581,138.319,0.538316,0.328
600,25.985,164.304,0.523663,0.312
700,25.665,189.969,0.522559,0.330
800,26.137,216.106,0.540199,0.330
900,36.598,252.704,0.540194,0.330
1000,36.329,289.033,0.539069,0.330
1100,25.670,314.703,0.526588,0.312
1200,28.232,342.935,0.524060,0.330
1300,27.054,369.989,0.535938,0.330
1400,27.956,397.945,0.541488,0.330
1500,28.176,426.121,0.534113,0.330
1600,28.592,454.713,0.542959,0.312
1700,26.149,480.862,0.541192,0.330
1800,25.686,506.548,0.542473,0.330
1900,27.535,534.083,0.523734,0.330
2000,26.181,560.264,0.529577,0.330
2100,27.732,587.996,0.542336,0.312
2200,25.661,613.657,0.540184,0.330
2300,25.537,639.194,0.541663,0.330
2400,26.306,665.499,0.522968,0.330
2500,25.579,691.079,0.530106,0.330
