step,toy_roc_auc
100,0.6643
200,0.7399
300,0.8048
400,0.7230
500,0.8013
600,0.8190
700,0.8749
800,0.8896
900,0.9129
1000,0.9051
1100,0.8866
1200,0.8861
1300,0.8850
1400,0.8826
1500,0.8955
1600,0.9043
1700,0.9041
1800,0.9084
1900,0.9106
2000,0.9283
2100,0.9244
2200,0.9189
2300,0.9313
2400,0.9293
2500,0.9396
