step,mean_features,mean_context,train_loss,val_loss,val_acc,val_auc,val_auc_easy,val_auc_medium,val_auc_hard,cum_time_s,cum_flops,peak_gpu_gb
100,21.66,107.84,0.874603,1.072366,0.5496,0.5037,0.5029,0.4906,0.5175,61.3,8094714566400.0,0.373
200,22.16,111.16,0.817568,1.037892,0.5633,0.5158,0.5043,0.5136,0.5295,122.81,16122581452800.0,0.372
300,22.47,79.69,1.075522,1.020995,0.571,0.5149,0.5076,0.5138,0.5233,184.04,24280690636800.0,0.373
400,23.03,105.75,1.010934,1.007752,0.5701,0.521,0.5086,0.5264,0.528,245.05,32283849024000.0,0.364
500,23.62,92.72,0.974539,1.001012,0.5762,0.5255,0.5127,0.5275,0.5363,306.1,40310979955200.0,0.372
600,22.09,101.56,0.914438,0.999302,0.5769,0.5364,0.5207,0.5452,0.5432,367.15,48281078764800.0,0.373
700,23.09,104.62,0.754652,0.996252,0.5757,0.5317,0.5138,0.5407,0.5406,428.02,56305613894400.0,0.377
800,17.47,95.94,1.033747,0.992876,0.575,0.5322,0.5227,0.536,0.538,488.73,64300258080000.0,0.372
900,22.62,121.53,0.825979,0.99098,0.5736,0.543,0.5542,0.5432,0.5316,549.73,72314924947200.0,0.373
1000,21.81,93.41,0.974582,0.98724,0.5753,0.5562,0.5891,0.5472,0.5323,610.93,80409258144000.0,0.365
1100,23.62,85.41,0.812238,0.982954,0.5782,0.565,0.5926,0.5584,0.5441,672.13,88372387238400.0,0.375
1200,21.84,93.22,0.923894,0.979251,0.5792,0.5795,0.5904,0.5805,0.5675,733.07,96308058585600.0,0.372
1300,23.5,97.81,0.818763,0.975252,0.5812,0.586,0.5919,0.5965,0.5696,794.33,104369612486400.0,0.373
1400,20.31,102.12,0.931957,0.97066,0.5846,0.5885,0.5972,0.6016,0.5669,855.68,112349501798400.0,0.373
1500,25.44,108.72,0.850493,0.96702,0.5895,0.5885,0.6009,0.5947,0.5699,916.92,120429858067200.0,0.372
1600,24.53,97.91,0.875311,0.964938,0.5935,0.5899,0.6011,0.596,0.5725,978.51,128441716934400.0,0.373
1700,25.0,102.47,0.891122,0.961795,0.5938,0.593,0.5999,0.6033,0.5759,1040.1,136617850022400.0,0.373
1800,20.81,98.59,0.933422,0.959837,0.5956,0.5936,0.5988,0.6075,0.5744,1101.36,144610276320000.0,0.373
1900,46.0,95.31,1.139594,0.958952,0.595,0.5934,0.5931,0.6106,0.5766,1187.23,160577556019200.0,0.392
2000,48.0,109.62,1.092992,0.956716,0.5971,0.5918,0.5892,0.6071,0.5791,1276.54,177396873984000.0,0.407
2100,51.0,109.53,0.943237,0.956144,0.5955,0.5918,0.5856,0.6091,0.5806,1370.83,195096559910400.0,0.44
2200,53.0,108.97,0.981916,0.95581,0.5969,0.5903,0.5785,0.6077,0.5848,1469.85,213700613817600.0,0.452
2300,55.0,96.38,0.831628,0.955919,0.5978,0.5893,0.5769,0.6053,0.5855,1572.63,233185334112000.0,0.473
2400,58.0,103.06,1.026345,0.955622,0.5988,0.5892,0.5801,0.6048,0.5827,1680.39,253590593356800.0,0.49
2500,58.53,88.06,0.845083,0.954794,0.5991,0.5909,0.5832,0.6068,0.5826,1792.34,274900347590400.0,0.508
