step,toy_roc_auc
100,0.8981
200,0.9114
300,0.9074
400,0.8783
500,0.9431
600,0.9524
700,0.9563
800,0.9550
900,0.9471
1000,0.9616
1100,0.9630
1200,0.9616
1300,0.9630
1400,0.9643
1500,0.9643
1600,0.9643
1700,0.9656
1800,0.9669
1900,0.9683
2000,0.9669
2100,0.9683
2200,0.9683
2300,0.9696
2400,0.9709
2500,0.9709
