step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,30.110,30.110,0.548871,0.595
200,28.184,58.294,0.518081,0.595
300,27.982,86.276,0.518092,0.595
400,27.991,114.267,0.518885,0.592
500,33.456,147.723,0.509135,0.595
600,29.371,177.094,0.502270,0.595
700,27.164,204.259,0.510897,0.589
800,26.691,230.950,0.509945,0.595
900,41.443,272.393,0.506753,0.595
1000,37.630,310.023,0.509383,0.595
1100,25.569,335.592,0.513497,0.593
1200,29.736,365.328,0.508317,0.593
1300,26.443,391.771,0.511856,0.595
1400,28.545,420.316,0.509836,0.595
1500,27.677,447.993,0.505151,0.589
1600,29.792,477.785,0.500566,0.595
1700,27.605,505.390,0.504961,0.595
1800,28.781,534.170,0.514795,0.595
1900,25.955,560.125,0.509665,0.593
2000,30.441,590.566,0.508379,0.595
2100,28.705,619.271,0.498932,0.595
2200,27.357,646.628,0.503320,0.595
2300,28.341,674.969,0.512950,0.595
2400,25.948,700.918,0.506513,0.593
2500,29.244,730.162,0.504360,0.595
