step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,29.755,29.755,0.575362,0.322
200,28.602,58.357,0.543689,0.329
300,29.612,87.969,0.531495,0.329
400,28.064,116.033,0.543539,0.329
500,34.206,150.239,0.524717,0.329
600,27.720,177.959,0.520004,0.322
700,25.799,203.758,0.525934,0.330
800,26.317,230.075,0.536745,0.330
900,35.104,265.179,0.529947,0.330
1000,35.458,300.637,0.527267,0.330
1100,27.555,328.192,0.523965,0.322
1200,25.757,353.949,0.531648,0.330
1300,24.953,378.902,0.520994,0.330
1400,23.461,402.363,0.528925,0.330
1500,26.452,428.815,0.532757,0.330
1600,27.383,456.198,0.525530,0.320
1700,26.182,482.380,0.517112,0.330
1800,22.521,504.902,0.525309,0.330
1900,21.609,526.511,0.526464,0.330
2000,22.783,549.294,0.529356,0.330
2100,28.253,577.547,0.523516,0.320
2200,26.736,604.284,0.514920,0.330
2300,23.264,627.547,0.522623,0.330
2400,23.529,651.076,0.524533,0.330
2500,24.926,676.002,0.526955,0.330
