step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,37.674,37.674,0.612375,0.323
200,36.724,74.398,0.555481,0.328
300,36.575,110.973,0.555756,0.328
400,33.443,144.416,0.551347,0.328
500,33.344,177.760,0.547627,0.328
600,37.806,215.566,0.550486,0.324
700,36.651,252.217,0.552856,0.330
800,37.642,289.859,0.553111,0.330
900,36.391,326.250,0.548381,0.330
1000,35.783,362.033,0.545591,0.330
1100,34.900,396.933,0.548927,0.324
1200,35.550,432.483,0.551573,0.330
1300,36.304,468.788,0.551701,0.330
1400,35.014,503.802,0.546594,0.330
1500,34.807,538.609,0.542557,0.330
1600,33.580,572.189,0.545356,0.324
1700,31.005,603.193,0.548721,0.330
1800,32.253,635.447,0.546128,0.330
1900,32.433,667.880,0.539831,0.330
2000,30.890,698.770,0.537350,0.330
2100,37.036,735.806,0.542360,0.324
2200,37.386,773.192,0.546271,0.330
2300,37.872,811.064,0.543820,0.330
2400,33.434,844.499,0.536552,0.330
2500,33.119,877.618,0.535765,0.330
