epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,76.502,76.502,1.136762,15.450
2,73.663,150.165,1.001672,13.788
3,68.321,218.486,0.977948,15.661
4,70.616,289.102,0.973242,14.380
5,74.697,363.799,0.990350,15.083
6,77.430,441.229,0.933380,13.882
7,68.719,509.948,0.961127,15.518
8,89.495,599.443,0.955284,15.731
9,70.647,670.090,0.939534,14.698
10,73.192,743.281,0.920212,13.422
11,70.874,814.155,0.934682,15.379
12,72.817,886.971,0.915495,15.379
13,75.910,962.881,0.933471,15.451
14,62.199,1025.080,0.904811,13.789
15,60.203,1085.283,0.913266,15.662
16,70.565,1155.848,0.922624,14.382
17,76.057,1231.905,0.946302,15.084
18,77.844,1309.749,0.896909,13.883
19,69.558,1379.307,0.928153,15.519
20,90.010,1469.318,0.929105,15.732
21,70.722,1540.039,0.923343,14.700
22,74.986,1615.025,0.895789,13.424
23,71.682,1686.707,0.918163,15.380
24,74.358,1761.065,0.898541,15.381
25,75.283,1836.348,0.917410,15.451
