step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,42.638,42.638,0.573917,0.051
200,42.238,84.876,0.503620,0.102
300,42.116,126.992,0.497154,0.102
400,41.879,168.871,0.490654,0.102
500,42.351,211.222,0.481193,0.052
600,42.059,253.282,0.476986,0.103
700,41.918,295.199,0.471643,0.103
800,41.982,337.181,0.477297,0.103
900,42.882,380.063,0.475786,0.051
1000,42.603,422.666,0.473074,0.104
1100,42.621,465.287,0.475367,0.104
1200,42.632,507.919,0.490032,0.104
1300,42.864,550.783,0.477771,0.052
1400,42.817,593.599,0.466388,0.103
1500,42.700,636.299,0.467216,0.103
1600,42.531,678.829,0.473440,0.103
1700,42.943,721.772,0.469729,0.052
1800,42.754,764.526,0.467069,0.103
1900,42.555,807.081,0.472516,0.103
2000,42.364,849.445,0.473755,0.103
2100,42.766,892.211,0.467016,0.051
2200,42.432,934.643,0.467743,0.104
2300,42.085,976.728,0.471915,0.104
2400,41.898,1018.627,0.468902,0.104
2500,42.517,1061.144,0.468700,0.052
2600,42.847,1103.991,0.471795,0.103
2700,42.816,1146.807,0.462316,0.103
2800,42.462,1189.269,0.466642,0.103
2900,43.289,1232.558,0.470595,0.052
3000,42.794,1275.351,0.470630,0.103
3100,42.730,1318.081,0.475309,0.103
3200,42.719,1360.800,0.468113,0.103
3300,52.449,1413.249,0.470006,0.052
3400,52.158,1465.407,0.468074,0.103
3500,52.117,1517.524,0.473006,0.103
3600,52.123,1569.647,0.468481,0.103
3700,53.657,1623.304,0.470136,0.052
3800,52.974,1676.278,0.471389,0.103
3900,52.817,1729.094,0.466841,0.103
4000,52.775,1781.869,0.463830,0.103
4100,42.542,1824.411,0.468478,0.052
4200,42.268,1866.680,0.470527,0.103
4300,42.171,1908.851,0.465438,0.103
4400,42.115,1950.966,0.470173,0.103
4500,44.674,1995.640,0.465341,0.052
4600,42.853,2038.493,0.468174,0.103
4700,42.637,2081.130,0.465935,0.103
4800,42.681,2123.811,0.463788,0.103
4900,42.721,2166.532,0.464654,0.052
5000,42.280,2208.812,0.467998,0.103
5100,42.118,2250.930,0.463586,0.103
5200,42.117,2293.048,0.468144,0.103
5300,43.172,2336.220,0.470680,0.051
5400,42.792,2379.012,0.467313,0.104
5500,42.598,2421.610,0.465940,0.104
5600,42.638,2464.248,0.469699,0.104
5700,45.444,2509.692,0.469814,0.052
5800,45.201,2554.893,0.464811,0.103
5900,44.634,2599.527,0.462471,0.103
6000,44.687,2644.214,0.464113,0.103
6100,43.861,2688.075,0.463228,0.052
6200,43.312,2731.388,0.466686,0.103
6300,43.399,2774.787,0.466629,0.103
6400,43.113,2817.900,0.468702,0.103
6500,43.392,2861.292,0.465176,0.052
6600,43.176,2904.468,0.467303,0.103
6700,42.783,2947.251,0.462543,0.103
6800,43.006,2990.257,0.463947,0.103
6900,43.349,3033.606,0.465671,0.052
7000,43.066,3076.672,0.464790,0.103
7100,42.972,3119.644,0.462842,0.103
7200,43.249,3162.893,0.471109,0.103
7300,47.902,3210.795,0.507009,0.052
7400,53.150,3263.945,0.471109,0.103
7500,55.456,3319.401,0.466075,0.103
7600,54.523,3373.924,0.467960,0.103
7700,42.444,3416.368,0.465473,0.052
7800,41.986,3458.353,0.464269,0.103
7900,41.834,3500.187,0.466314,0.103
8000,41.881,3542.069,0.468096,0.103
8100,42.840,3584.909,0.467528,0.052
8200,42.367,3627.276,0.467544,0.103
8300,42.397,3669.673,0.465465,0.103
8400,42.181,3711.854,0.463350,0.103
8500,43.189,3755.043,0.460909,0.052
8600,42.704,3797.747,0.466185,0.103
8700,42.459,3840.206,0.473925,0.103
8800,42.443,3882.649,0.474252,0.103
8900,42.732,3925.381,0.462415,0.052
9000,42.390,3967.771,0.466407,0.103
9100,42.128,4009.899,0.462588,0.103
9200,42.103,4052.002,0.470083,0.103
9300,47.446,4099.448,0.455211,0.052
9400,47.834,4147.282,0.469052,0.103
9500,48.005,4195.288,0.460725,0.103
9600,48.079,4243.366,0.465600,0.103
9700,47.737,4291.103,0.469332,0.052
9800,47.249,4338.352,0.462320,0.103
9900,47.093,4385.445,0.461041,0.103
10000,47.093,4432.538,0.476021,0.103
