step,mean_features,mean_context,train_loss,val_loss,val_acc,val_auc,val_auc_easy,val_auc_medium,val_auc_hard,cum_time_s,cum_flops,peak_gpu_gb
100,23.78,89.97,1.112853,1.070005,0.5538,0.519,0.5085,0.5075,0.5409,61.03,7937643859200.0,0.374
200,24.84,102.66,1.172932,1.044607,0.5633,0.5309,0.5347,0.523,0.5349,122.2,16058655129600.0,0.374
300,25.0,99.5,1.120821,1.025932,0.5711,0.5333,0.5326,0.5305,0.5369,183.05,24106883731200.0,0.376
400,21.88,85.69,1.110824,1.009798,0.5737,0.5352,0.5542,0.5104,0.541,244.24,32186760134400.0,0.374
500,22.19,97.81,1.049245,1.002951,0.5763,0.5469,0.5607,0.5264,0.5536,304.95,40226013849600.0,0.369
600,25.16,93.03,1.110408,0.999469,0.5774,0.5656,0.5741,0.5629,0.5597,366.01,48266243366400.0,0.366
700,23.69,104.75,1.021238,0.992722,0.577,0.5793,0.5909,0.577,0.57,428.62,56445890169600.0,0.374
800,23.75,119.66,1.037046,0.983698,0.5863,0.585,0.5967,0.5855,0.5727,490.61,64458910944000.0,0.364
900,20.34,104.41,0.90451,0.97751,0.5899,0.5841,0.6005,0.5771,0.5748,552.41,72371048140800.0,0.366
1000,24.44,105.28,0.812312,0.974378,0.5921,0.5837,0.5987,0.5773,0.5752,613.14,80280577958400.0,0.374
1100,22.25,97.97,0.853321,0.968739,0.5949,0.5853,0.6,0.5825,0.5734,673.59,88352047641600.0,0.376
1200,23.53,84.59,0.906194,0.965199,0.596,0.5872,0.6017,0.5825,0.5775,734.61,96480126086400.0,0.374
1300,24.78,89.75,1.061464,0.962378,0.5963,0.5895,0.6071,0.5825,0.579,796.0,104511997785600.0,0.374
1400,21.56,85.06,1.015026,0.960197,0.5966,0.5906,0.6116,0.5817,0.5784,857.11,112531919500800.0,0.374
1500,24.56,89.53,1.115762,0.95884,0.5976,0.5946,0.615,0.5855,0.5832,918.86,120596384044800.0,0.374
1600,22.06,94.72,0.90517,0.958146,0.5973,0.5983,0.6163,0.5919,0.5867,980.91,128698299360000.0,0.374
1700,21.22,108.22,1.008429,0.95767,0.5988,0.6,0.6131,0.5953,0.5916,1042.43,136627494681600.0,0.374
1800,22.22,97.19,0.98403,0.956843,0.5981,0.601,0.6138,0.5982,0.591,1104.14,144610276320000.0,0.374
1900,46.0,95.31,1.128819,0.955815,0.6001,0.6028,0.618,0.6002,0.5902,1190.09,160577556019200.0,0.392
2000,48.0,109.62,1.085063,0.954779,0.5986,0.6047,0.6204,0.6012,0.5923,1279.61,177396873984000.0,0.408
2100,51.0,109.53,0.930802,0.954086,0.5983,0.6059,0.623,0.6033,0.5913,1374.14,195096559910400.0,0.439
2200,53.0,108.97,0.978363,0.952585,0.6022,0.6058,0.6197,0.6075,0.5902,1473.1,213700613817600.0,0.451
2300,55.0,96.38,0.82555,0.952284,0.6009,0.6063,0.6185,0.6102,0.5903,1575.73,233185334112000.0,0.47
2400,58.0,103.06,1.009477,0.951877,0.6007,0.6048,0.6142,0.6117,0.5884,1683.4,253590593356800.0,0.491
2500,58.66,85.75,0.877803,0.950773,0.6018,0.6038,0.6118,0.612,0.5877,1795.43,274900773369600.0,0.51
