step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,58.533,58.533,0.515235,1.344
200,52.824,111.357,0.497302,1.336
300,57.263,168.620,0.490660,1.336
400,53.302,221.922,0.489173,1.330
500,61.285,283.207,0.488480,1.289
600,60.008,343.215,0.492994,1.345
700,55.473,398.688,0.486523,1.338
800,58.758,457.445,0.485510,1.338
900,66.282,523.727,0.484362,1.332
1000,62.695,586.422,0.486779,1.290
1100,54.046,640.468,0.491823,1.345
1200,55.151,695.619,0.484861,1.338
1300,51.566,747.186,0.483517,1.338
1400,59.439,806.625,0.477756,1.332
1500,59.260,865.885,0.476957,1.290
1600,58.176,924.061,0.481332,1.345
1700,58.839,982.900,0.469665,1.338
1800,56.000,1038.900,0.467010,1.338
1900,59.543,1098.442,0.462895,1.332
2000,59.471,1157.913,0.467615,1.290
2100,58.402,1216.315,0.475546,1.345
2200,61.240,1277.555,0.464297,1.338
2300,59.263,1336.818,0.462942,1.338
2400,62.146,1398.965,0.459206,1.332
2500,62.901,1461.866,0.464858,1.290
