step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,30.297,30.297,0.709612,0.637
200,28.523,58.820,0.693696,0.643
300,30.387,89.206,0.693624,0.643
400,29.421,118.627,0.693335,0.643
500,33.439,152.066,0.693557,0.643
600,28.765,180.831,0.693403,0.644
700,27.317,208.148,0.693605,0.636
800,25.549,233.698,0.686499,0.642
900,36.204,269.902,0.692897,0.642
1000,42.108,312.010,0.692947,0.642
1100,27.557,339.567,0.725603,0.643
1200,29.973,369.540,0.693234,0.643
1300,28.304,397.844,0.693506,0.643
1400,27.571,425.416,0.693444,0.643
1500,29.717,455.133,0.693099,0.643
1600,28.373,483.506,0.693468,0.643
1700,25.623,509.129,0.693404,0.636
1800,30.138,539.267,0.693270,0.643
1900,29.553,568.820,0.693121,0.643
2000,29.913,598.733,0.693916,0.642
2100,29.585,628.318,0.693478,0.643
2200,27.093,655.412,0.693335,0.636
2300,30.831,686.243,0.693224,0.643
2400,29.230,715.472,0.693138,0.643
2500,30.083,745.555,0.693512,0.642
