step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,32.099,32.099,0.507505,1.678
200,29.869,61.968,0.485153,1.678
300,30.156,92.124,0.489311,1.678
400,29.614,121.738,0.483587,1.678
500,42.092,163.830,0.475667,1.678
600,36.458,200.288,0.476323,1.671
700,35.840,236.128,0.477903,1.664
800,36.816,272.944,0.488324,1.685
900,67.585,340.528,0.465530,1.680
1000,81.211,421.739,0.471838,1.664
1100,32.780,454.519,0.470710,1.665
1200,32.921,487.440,0.463762,1.685
1300,32.040,519.480,0.456583,1.671
1400,33.098,552.578,0.457668,1.685
1500,33.549,586.127,0.460606,1.685
1600,34.499,620.626,0.443585,1.657
1700,36.959,657.585,0.459829,1.628
1800,32.424,690.009,0.464507,1.671
1900,32.363,722.371,0.453275,1.671
2000,33.696,756.068,0.458064,1.671
2100,35.281,791.349,0.438972,1.657
2200,37.513,828.862,0.455970,1.628
2300,32.913,861.775,0.460916,1.671
2400,33.318,895.093,0.450271,1.671
2500,34.081,929.174,0.455133,1.671
