step,mean_features,mean_context,train_loss,val_loss,val_acc,val_auc,val_auc_easy,val_auc_medium,val_auc_hard,cum_time_s,cum_flops,peak_gpu_gb
100,26.5,94.38,0.919408,1.06329,0.5566,0.5194,0.5452,0.5074,0.5056,66.27,9744199603200.0,0.449
200,29.47,96.53,0.992814,1.036662,0.5612,0.5199,0.5192,0.5053,0.5351,132.17,19473118502400.0,0.447
300,32.28,102.81,1.015856,1.018924,0.5728,0.5225,0.5052,0.5215,0.5408,197.8,29123892748800.0,0.448
400,25.72,90.25,0.952955,1.00847,0.5731,0.5213,0.5016,0.5128,0.5496,264.31,38890517472000.0,0.448
500,30.97,93.47,1.112089,1.00327,0.5754,0.5375,0.5103,0.537,0.5653,330.54,48631302201600.0,0.445
600,29.62,91.66,0.771651,0.99603,0.5751,0.5693,0.5469,0.5852,0.5757,396.58,58345326950400.0,0.443
700,28.09,104.91,0.842838,0.984781,0.5862,0.5798,0.5753,0.5954,0.5688,462.47,68016677875200.0,0.443
800,27.47,103.19,0.932516,0.979372,0.5892,0.5831,0.5803,0.5978,0.571,528.76,77788061164800.0,0.447
900,31.22,96.22,0.923299,0.977037,0.591,0.5865,0.587,0.5977,0.5748,595.06,87527569248000.0,0.445
1000,29.44,108.75,0.842489,0.974368,0.5927,0.589,0.5912,0.6008,0.575,661.42,97313716396800.0,0.448
1100,27.94,94.75,0.777915,0.972675,0.5929,0.591,0.5902,0.609,0.5738,727.15,106886535552000.0,0.447
1200,30.12,93.62,1.012854,0.969395,0.5935,0.5934,0.5939,0.6082,0.5782,792.56,116492723769600.0,0.445
1300,28.0,93.16,1.066744,0.967197,0.5936,0.5956,0.5961,0.6071,0.5834,858.65,126244316793600.0,0.448
1400,27.5,96.38,0.974836,0.965951,0.5944,0.5929,0.5962,0.6017,0.5808,924.84,135907080940800.0,0.448
1500,27.62,93.12,0.783839,0.965206,0.5937,0.5936,0.6009,0.6004,0.5795,990.72,145591373376000.0,0.443
1600,27.19,106.34,0.995224,0.962831,0.5946,0.5936,0.6019,0.6003,0.5785,1056.88,155217338035200.0,0.443
1700,26.78,105.69,0.973448,0.959703,0.5942,0.5952,0.6042,0.599,0.5825,1123.35,164977549977600.0,0.442
1800,26.75,97.81,0.776998,0.956594,0.5965,0.5986,0.6063,0.6039,0.5857,1189.11,174590698233600.0,0.441
1900,27.09,98.66,0.770214,0.954885,0.5943,0.5998,0.6073,0.6069,0.5852,1255.45,184401075398400.0,0.447
2000,33.69,88.38,0.809518,0.952042,0.5972,0.5984,0.6042,0.607,0.5838,1321.67,194256590860800.0,0.449
2100,29.62,103.06,0.928203,0.950346,0.5984,0.6004,0.6079,0.6096,0.5838,1387.51,204018127833600.0,0.448
2200,25.88,102.62,0.80319,0.94889,0.5998,0.6002,0.6084,0.6104,0.5818,1453.31,213700613817600.0,0.449
2300,55.0,96.38,0.827223,0.947517,0.6015,0.6011,0.6075,0.6116,0.5841,1556.17,233185334112000.0,0.472
2400,58.0,103.06,1.026868,0.94743,0.6006,0.5998,0.6006,0.6166,0.5824,1664.09,253590593356800.0,0.493
2500,58.66,87.38,0.848109,0.946454,0.6016,0.6001,0.5982,0.6187,0.5833,1776.26,274900773369600.0,0.509
