step,toy_roc_auc
100,0.6190
200,0.9471
300,0.9524
400,0.9563
500,0.9603
600,0.9590
700,0.9590
800,0.9603
900,0.9616
1000,0.9590
1100,0.9630
1200,0.9643
1300,0.9722
1400,0.9815
1500,0.9881
1600,0.9921
1700,0.9934
1800,0.9960
1900,0.9947
2000,0.9947
2100,0.9960
2200,0.9960
2300,0.9960
2400,0.9960
2500,0.9960
