step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,64.662,64.662,0.518530,1.331
200,57.373,122.035,0.489972,1.331
300,60.187,182.221,0.493636,1.331
400,79.548,261.769,0.499876,1.344
500,63.841,325.611,0.498954,1.331
600,62.210,387.821,0.497399,1.332
700,61.037,448.858,0.484243,1.333
800,66.367,515.225,0.489149,1.333
900,89.053,604.278,0.496853,1.345
1000,77.946,682.224,0.496274,1.333
1100,62.795,745.019,0.493876,1.332
1200,58.331,803.350,0.479817,1.333
1300,58.519,861.868,0.479450,1.333
1400,80.997,942.866,0.486825,1.345
1500,64.266,1007.132,0.485543,1.333
1600,59.998,1067.130,0.480182,1.332
1700,55.441,1122.571,0.467713,1.333
1800,59.969,1182.539,0.467686,1.333
1900,81.927,1264.467,0.479575,1.345
2000,63.462,1327.929,0.479103,1.333
2100,59.430,1387.359,0.475112,1.332
2200,58.173,1445.531,0.463141,1.333
2300,60.279,1505.810,0.464054,1.333
2400,80.854,1586.664,0.477304,1.345
2500,61.494,1648.158,0.476956,1.333
