epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,4.636,4.636,1.456120,1.927
2,4.593,9.229,1.039579,1.730
3,4.392,13.621,1.114681,1.798
4,4.298,17.919,1.108715,1.950
5,4.492,22.411,1.087991,1.884
6,4.601,27.012,1.040052,1.911
7,4.524,31.536,1.103139,1.948
8,3.369,34.905,0.790728,0.702
9,3.545,38.451,0.817804,0.723
10,3.362,41.812,0.738464,0.699
11,3.264,45.076,0.738258,0.713
12,3.436,48.512,0.802538,0.713
13,3.537,52.049,0.788007,0.686
14,3.391,55.440,0.770318,0.705
15,2.964,58.404,0.524688,0.260
16,3.157,61.561,0.480964,0.260
17,2.860,64.421,0.531092,0.260
18,2.938,67.359,0.500950,0.260
19,2.956,70.315,0.521282,0.260
20,3.126,73.441,0.486569,0.260
