step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,38.727,38.727,0.644936,0.309
200,33.912,72.639,0.559158,0.329
300,32.543,105.182,0.549798,0.329
400,35.422,140.604,0.551154,0.329
500,35.046,175.650,0.538038,0.329
600,35.034,210.684,0.550264,0.310
700,31.384,242.068,0.549935,0.331
800,32.474,274.542,0.543003,0.331
900,34.958,309.500,0.544239,0.331
1000,35.247,344.748,0.533549,0.331
1100,37.060,381.808,0.552712,0.310
1200,33.977,415.785,0.548432,0.331
1300,33.408,449.193,0.542429,0.331
1400,35.711,484.904,0.544965,0.331
1500,35.370,520.274,0.533236,0.331
1600,36.433,556.707,0.551034,0.310
1700,32.046,588.753,0.547874,0.331
1800,32.542,621.295,0.541604,0.331
1900,36.253,657.548,0.543614,0.331
2000,36.061,693.609,0.532465,0.331
2100,37.011,730.620,0.547541,0.310
2200,33.099,763.719,0.545328,0.331
2300,31.636,795.355,0.539169,0.331
2400,33.743,829.098,0.542828,0.331
2500,33.390,862.487,0.531321,0.331
