step,toy_roc_auc
100,0.1124
200,0.8651
300,0.9643
400,0.9497
500,0.9683
600,0.9894
700,0.9934
800,0.9907
900,0.9907
1000,0.9921
1100,0.9934
1200,0.9947
1300,0.9921
1400,0.9934
1500,0.9934
1600,0.9907
1700,0.9921
1800,0.9854
1900,0.9868
2000,0.9947
2100,0.9947
2200,0.9934
2300,0.9921
2400,0.9894
2500,0.9854
