step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,75.188,75.188,0.523927,1.669
200,71.657,146.845,0.492275,1.669
300,65.193,212.038,0.495765,1.641
400,53.124,265.162,0.501379,1.654
500,54.882,320.044,0.489833,1.662
600,73.380,393.424,0.494815,1.670
700,72.814,466.239,0.486299,1.670
800,67.907,534.145,0.489369,1.642
900,55.716,589.862,0.494781,1.656
1000,55.262,645.123,0.486102,1.663
1100,74.284,719.407,0.492945,1.670
1200,70.020,789.427,0.485036,1.670
1300,69.469,858.896,0.487785,1.642
1400,57.494,916.390,0.492279,1.656
1500,60.098,976.488,0.483270,1.663
1600,75.500,1051.988,0.489837,1.670
1700,75.383,1127.371,0.482593,1.670
1800,68.665,1196.036,0.485066,1.642
1900,53.122,1249.157,0.488163,1.656
2000,55.129,1304.287,0.477105,1.663
2100,71.056,1375.343,0.481140,1.670
2200,69.553,1444.896,0.474925,1.670
2300,65.303,1510.199,0.476006,1.642
2400,52.711,1562.910,0.476428,1.656
2500,55.232,1618.141,0.467247,1.663
