step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,58.877,58.877,0.709187,1.581
200,64.446,123.323,0.686711,1.523
300,68.053,191.376,0.693481,1.581
400,58.511,249.887,0.693365,1.558
500,75.624,325.511,0.693567,1.566
600,58.452,383.963,0.686674,1.582
700,65.372,449.335,0.686492,1.525
800,68.007,517.342,0.693372,1.582
900,58.410,575.753,0.693316,1.559
1000,74.612,650.364,0.693566,1.567
1100,59.308,709.672,0.686674,1.582
1200,62.868,772.540,0.690486,1.525
1300,64.708,837.248,0.693454,1.582
1400,54.551,891.799,0.693358,1.559
1500,77.015,968.814,0.693512,1.567
1600,56.378,1025.192,0.686544,1.582
1700,54.688,1079.879,0.686427,1.525
1800,67.340,1147.219,0.693348,1.582
1900,62.439,1209.658,0.693274,1.559
2000,74.497,1284.155,0.693521,1.567
2100,61.104,1345.259,0.686481,1.582
2200,62.258,1407.517,0.686449,1.525
2300,65.039,1472.556,0.693296,1.582
2400,58.599,1531.155,0.693241,1.559
2500,74.523,1605.678,0.693556,1.567
