step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,36.462,36.462,0.720144,1.577
200,36.576,73.039,0.694023,1.581
300,35.526,108.564,0.693694,1.581
400,31.320,139.884,0.693714,1.581
500,44.470,184.354,0.693368,1.546
600,32.153,216.507,0.693555,1.582
700,32.725,249.232,0.693403,1.554
800,30.898,280.130,0.693388,1.582
900,79.734,359.864,0.693490,1.570
1000,71.080,430.944,0.693350,1.582
1100,32.724,463.668,0.693375,1.537
1200,31.837,495.504,0.693415,1.582
1300,32.352,527.857,0.693168,1.582
1400,32.742,560.599,0.693403,1.576
1500,29.779,590.378,0.693373,1.554
1600,39.148,629.526,0.693408,1.592
1700,34.478,664.004,0.693283,1.570
1800,34.868,698.872,0.693209,1.582
1900,33.108,731.980,0.694089,1.570
2000,36.876,768.856,0.693417,1.554
2100,37.718,806.574,0.693457,1.592
2200,33.631,840.205,0.693230,1.570
2300,34.268,874.473,0.693200,1.582
2400,32.814,907.287,0.693902,1.570
2500,36.458,943.745,0.693368,1.554
