step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,28.974,28.974,0.545578,0.564
200,27.207,56.181,0.516242,0.566
300,28.382,84.563,0.521568,0.563
400,26.303,110.866,0.517321,0.566
500,33.883,144.750,0.515318,0.561
600,31.617,176.367,0.508223,0.568
700,30.027,206.394,0.516491,0.565
800,30.853,237.247,0.505000,0.567
900,41.969,279.216,0.511915,0.567
1000,41.712,320.928,0.514155,0.567
1100,27.461,348.389,0.512630,0.567
1200,25.548,373.938,0.511808,0.567
1300,26.922,400.859,0.507373,0.567
1400,25.530,426.390,0.516654,0.567
1500,27.443,453.833,0.513826,0.567
1600,27.376,481.209,0.511943,0.567
1700,28.964,510.172,0.512011,0.561
1800,27.707,537.880,0.514342,0.567
1900,30.766,568.646,0.519036,0.559
2000,30.872,599.517,0.504581,0.567
2100,23.083,622.600,0.510613,0.567
2200,26.651,649.250,0.510249,0.561
2300,24.355,673.606,0.511965,0.567
2400,27.259,700.865,0.515338,0.559
2500,27.502,728.367,0.498772,0.567
