step,toy_roc_auc
100,0.6643
200,0.7399
300,0.8048
400,0.8213
500,0.8155
600,0.7723
700,0.7966
800,0.7841
900,0.7391
1000,0.7341
1100,0.7407
1200,0.7529
1300,0.7540
1400,0.7578
1500,0.7920
1600,0.8073
1700,0.8271
1800,0.8378
1900,0.8707
2000,0.8739
2100,0.8399
2200,0.8359
2300,0.9426
2400,0.9777
2500,0.9726
