epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,3.350,3.350,0.676301,0.262
2,3.215,6.565,0.542109,0.262
3,3.104,9.669,0.501531,0.262
4,3.104,12.773,0.502807,0.258
5,3.015,15.788,0.518679,0.262
6,3.265,19.053,0.481326,0.256
7,2.947,22.000,0.520097,0.261
8,3.017,25.017,0.499371,0.256
9,3.053,28.070,0.511815,0.262
10,3.222,31.292,0.522171,0.253
11,3.109,34.400,0.487843,0.262
12,3.044,37.445,0.497122,0.262
13,3.156,40.601,0.473849,0.262
14,3.302,43.903,0.431615,0.262
15,3.087,46.990,0.465339,0.262
16,3.106,50.095,0.469744,0.261
17,3.093,53.188,0.450249,0.262
18,3.471,56.659,0.950661,0.673
19,3.370,60.030,0.867133,0.738
20,3.506,63.535,0.880557,0.737
21,3.366,66.901,0.862244,0.734
22,3.799,70.700,0.875451,0.724
23,3.494,74.194,0.867603,0.709
24,3.651,77.845,0.794349,0.714
25,3.562,81.407,0.739094,0.689
26,3.610,85.017,0.712191,0.708
27,3.545,88.562,0.713270,0.737
28,3.538,92.100,0.768017,0.737
29,3.877,95.977,0.792135,0.734
30,3.538,99.515,0.728261,0.682
31,3.372,102.887,0.746804,0.714
32,3.512,106.399,0.718263,0.710
33,3.709,110.108,0.772377,0.703
34,3.772,113.881,0.739158,0.712
35,3.772,117.653,0.659385,0.716
36,5.476,123.129,1.198494,1.875
37,4.704,127.833,0.990269,1.830
38,4.617,132.449,1.079622,1.904
39,4.627,137.077,0.948154,1.835
40,4.642,141.718,1.098600,1.860
41,4.197,145.916,1.136111,1.770
42,4.972,150.888,0.976313,1.847
43,4.968,155.856,0.894244,1.970
44,5.038,160.893,1.046191,1.852
45,4.525,165.418,0.993443,1.808
46,4.896,170.314,0.883691,1.945
47,5.040,175.354,1.027582,1.952
48,4.792,180.146,0.943841,1.809
49,4.901,185.047,0.933654,1.959
50,4.725,189.772,1.021488,1.920
