step,toy_roc_auc
100,0.2090
200,0.8829
300,0.7798
400,0.5126
500,0.0820
600,0.8697
700,0.8770
800,0.2090
900,0.1792
1000,0.3776
1100,0.9001
1200,0.4782
1300,0.3175
1400,0.5000
1500,0.4286
1600,0.4563
1700,0.7024
1800,0.2282
1900,0.6415
2000,0.6541
2100,0.6984
2200,0.5589
2300,0.5681
2400,0.3849
2500,0.3353
