step,mean_features,mean_context,train_loss,val_loss,val_acc,val_auc,val_auc_easy,val_auc_medium,val_auc_hard,cum_time_s,cum_flops,peak_gpu_gb
100,4.0,95.84,1.033066,1.095751,0.5371,0.524,0.5125,0.5128,0.5467,53.29,1340560281600.0,0.063
200,7.0,91.62,0.892035,1.065109,0.5483,0.5382,0.5373,0.5358,0.5414,106.47,3428892345600.0,0.102
300,9.0,86.41,1.123216,1.032544,0.5631,0.5438,0.5644,0.5283,0.5387,159.33,6289114406400.0,0.102
400,11.0,101.84,0.892037,1.029832,0.5687,0.5486,0.5778,0.5379,0.5302,212.49,9891698400000.0,0.116
500,13.0,101.72,0.899273,1.021546,0.5761,0.559,0.5934,0.5484,0.535,265.82,14256157939200.0,0.133
600,16.0,112.12,0.858655,1.014374,0.5768,0.568,0.6099,0.5452,0.5489,319.45,19410829286400.0,0.156
700,18.0,90.16,0.988178,1.004281,0.5803,0.5769,0.6156,0.5648,0.5502,373.13,25348161600000.0,0.172
800,20.0,92.94,0.978759,0.998731,0.583,0.5835,0.6147,0.5828,0.5529,426.65,32060141798400.0,0.187
900,23.0,108.34,0.964923,0.994435,0.5903,0.5878,0.6134,0.5895,0.5605,480.18,39598467148800.0,0.21
1000,25.0,90.06,0.906485,0.995157,0.5916,0.5929,0.6119,0.5958,0.5709,534.5,47957551027200.0,0.225
1100,27.0,109.84,0.904589,0.993857,0.5941,0.5938,0.6113,0.5976,0.5725,590.4,57093271718400.0,0.242
1200,30.0,93.47,0.766454,0.994554,0.593,0.5938,0.6078,0.6003,0.5733,647.96,67042424736000.0,0.259
1300,32.0,87.91,0.880545,0.995286,0.5943,0.5929,0.6057,0.5985,0.5746,708.15,77851431936000.0,0.28
1400,34.0,96.56,1.106689,0.992639,0.5937,0.5917,0.6052,0.5965,0.5735,771.48,89491729651200.0,0.296
1500,37.0,91.09,0.822951,0.991364,0.5978,0.5932,0.6046,0.5994,0.5757,838.17,101974074854400.0,0.32
1600,39.0,97.44,0.967272,0.989782,0.597,0.5954,0.6063,0.6023,0.5774,908.73,115348120588800.0,0.337
1700,41.0,110.84,0.874184,0.989145,0.596,0.5967,0.6064,0.6026,0.581,983.85,129554861529600.0,0.35
1800,44.0,103.56,1.071746,0.98771,0.5963,0.5985,0.6077,0.6054,0.5825,1062.85,144610276320000.0,0.375
1900,46.0,95.31,1.13018,0.986889,0.6007,0.5986,0.6022,0.6093,0.5843,1145.99,160577556019200.0,0.393
2000,48.0,109.62,1.085847,0.988748,0.6012,0.5986,0.6033,0.611,0.5816,1232.25,177396873984000.0,0.409
2100,51.0,109.53,0.92145,0.991001,0.5998,0.5959,0.6007,0.6068,0.5801,1323.38,195096559910400.0,0.439
2200,53.0,108.97,0.979802,0.991419,0.5998,0.5956,0.5994,0.6071,0.5803,1418.96,213700613817600.0,0.449
2300,55.0,96.38,0.829833,0.99166,0.6012,0.5958,0.6041,0.6078,0.5757,1518.2,233185334112000.0,0.47
2400,58.0,103.06,1.019371,0.990959,0.6006,0.5987,0.609,0.6106,0.5766,1622.22,253590593356800.0,0.492
2500,58.16,83.47,0.839131,0.991974,0.6007,0.5976,0.6061,0.611,0.5756,1730.34,274899103430400.0,0.51
