step,toy_roc_auc
100,0.6330
200,0.7362
300,0.7467
400,0.7871
500,0.8211
600,0.8458
700,0.8737
800,0.9089
900,0.9207
1000,0.9272
1100,0.9335
1200,0.9329
1300,0.9270
1400,0.9200
1500,0.9124
1600,0.9155
1700,0.9167
1800,0.9185
1900,0.9183
2000,0.9128
2100,0.9117
2200,0.9110
2300,0.9113
2400,0.9060
2500,0.9056
2600,0.9034
2700,0.9038
2800,0.9025
2900,0.8981
3000,0.8973
3100,0.8986
3200,0.9009
3300,0.9022
3400,0.9014
3500,0.8997
3600,0.8881
3700,0.8990
3800,0.9011
3900,0.9058
4000,0.9226
4100,0.9402
4200,0.9536
4300,0.9648
4400,0.9703
4500,0.9776
4600,0.9817
4700,0.9859
4800,0.9876
4900,0.9907
5000,0.9907
5100,0.9907
5200,0.9907
5300,0.9907
5400,0.9907
5500,0.9907
5600,0.9907
5700,0.9907
5800,0.9924
5900,0.9924
6000,0.9924
6100,0.9924
6200,0.9924
6300,0.9924
6400,0.9924
6500,0.9924
6600,0.9943
6700,0.9943
6800,0.9960
6900,0.9960
7000,0.9960
7100,0.9964
7200,0.9968
7300,0.9982
7400,0.9982
7500,0.9982
7600,0.9982
7700,0.9982
7800,0.9982
7900,0.9982
8000,0.9982
8100,0.9982
8200,0.9982
8300,0.9982
8400,0.9982
8500,0.9982
8600,0.9982
8700,0.9982
8800,0.9982
8900,0.9982
9000,0.9982
9100,0.9982
9200,0.9982
9300,0.9982
9400,0.9982
9500,0.9982
9600,0.9987
9700,0.9987
9800,0.9987
9900,0.9987
10000,0.9987
