epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,4.072,4.072,1.438072,0.256
2,3.934,8.006,1.286043,0.262
3,3.942,11.948,1.194553,0.262
4,3.731,15.679,1.123172,0.256
5,3.759,19.437,1.008174,0.261
6,4.033,23.470,1.076573,0.258
7,3.883,27.353,1.158138,0.262
8,4.072,31.424,1.038439,0.737
9,4.398,35.822,1.028199,0.665
10,3.996,39.818,1.085736,0.702
11,3.878,43.696,1.109129,0.715
12,4.053,47.749,1.050982,0.706
13,4.267,52.016,1.112848,0.715
14,3.696,55.712,0.953624,0.714
15,4.596,60.307,1.025615,1.873
16,4.961,65.269,1.058928,1.901
17,4.444,69.712,1.102492,1.871
18,4.541,74.253,1.047038,1.885
19,4.966,79.219,1.106473,1.955
20,5.339,84.558,1.014720,1.953
