step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,28.394,28.394,0.588202,0.309
200,24.800,53.194,0.540994,0.328
300,25.795,78.990,0.536783,0.328
400,26.672,105.662,0.543475,0.328
500,30.793,136.455,0.535557,0.328
600,27.623,164.078,0.531843,0.310
700,26.625,190.702,0.539059,0.330
800,23.713,214.415,0.543584,0.330
900,32.888,247.303,0.532483,0.330
1000,34.418,281.722,0.547718,0.330
1100,28.787,310.509,0.552008,0.312
1200,27.629,338.138,0.541259,0.330
1300,27.001,365.139,0.540884,0.330
1400,23.746,388.885,0.541285,0.330
1500,24.835,413.719,0.546347,0.330
1600,27.509,441.228,0.542160,0.312
1700,28.786,470.014,0.540922,0.330
1800,26.880,496.894,0.539605,0.330
1900,27.754,524.648,0.543476,0.330
2000,26.871,551.519,0.543610,0.330
2100,26.983,578.502,0.545199,0.312
2200,28.595,607.098,0.544623,0.330
2300,27.170,634.268,0.555642,0.330
2400,27.728,661.996,0.553736,0.330
2500,26.933,688.928,0.554041,0.330
