epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,4.789,4.789,1.395046,1.978
2,4.947,9.736,1.060267,1.800
3,4.993,14.729,1.231953,1.870
4,4.415,19.144,1.031858,1.904
5,4.375,23.519,1.135632,1.873
6,4.632,28.151,1.017108,1.840
7,4.604,32.755,0.987984,1.971
8,4.578,37.333,1.008271,1.918
9,4.477,41.809,1.103632,1.835
10,4.613,46.423,1.011834,1.930
11,4.652,51.074,0.981631,1.836
12,5.280,56.355,1.096183,1.901
13,6.059,62.414,0.984310,1.891
14,4.543,66.957,1.048512,1.740
15,4.578,71.534,0.967319,1.901
16,5.080,76.615,1.058820,1.971
17,5.035,81.649,1.068997,1.838
18,4.021,85.670,0.888642,1.806
19,3.563,89.233,0.765048,0.703
20,3.337,92.571,0.746303,0.695
21,3.474,96.045,0.745393,0.686
22,3.415,99.459,0.722097,0.721
23,3.751,103.210,0.806308,0.697
24,3.583,106.793,0.757881,0.727
25,3.475,110.268,0.788150,0.735
26,3.842,114.110,0.807122,0.727
27,3.534,117.643,0.776616,0.706
28,3.551,121.194,0.713594,0.729
29,3.484,124.679,0.765402,0.721
30,3.765,128.444,0.708892,0.704
31,3.421,131.865,0.694435,0.711
32,3.454,135.319,0.728870,0.694
33,3.502,138.821,0.792957,0.735
34,3.755,142.576,0.731535,0.680
35,3.587,146.163,0.665830,0.717
36,3.160,149.323,0.516461,0.259
37,3.303,152.626,0.531080,0.260
38,2.995,155.622,0.518328,0.260
39,3.013,158.635,0.477582,0.257
40,3.198,161.833,0.485343,0.260
41,3.269,165.102,0.559181,0.260
42,3.080,168.182,0.516074,0.260
43,3.036,171.218,0.495622,0.260
44,3.026,174.245,0.503900,0.259
45,3.267,177.512,0.464723,0.260
46,2.937,180.449,0.482714,0.260
47,2.957,183.406,0.466702,0.259
48,3.012,186.418,0.444840,0.260
49,3.321,189.739,0.481718,0.260
50,3.137,192.876,0.479223,0.260
