step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,29.331,29.331,0.544089,0.588
200,32.202,61.533,0.519727,0.595
300,34.103,95.637,0.517492,0.595
400,32.508,128.145,0.513402,0.595
500,36.210,164.355,0.510517,0.596
600,28.944,193.299,0.506214,0.596
700,29.343,222.642,0.510535,0.591
800,27.737,250.379,0.518719,0.596
900,42.729,293.108,0.512716,0.596
1000,40.463,333.571,0.511537,0.596
1100,29.817,363.388,0.507586,0.596
1200,28.017,391.405,0.510121,0.596
1300,28.116,419.521,0.509597,0.591
1400,28.916,448.437,0.518873,0.597
1500,27.904,476.341,0.515141,0.596
1600,26.131,502.472,0.510378,0.596
1700,26.147,528.620,0.520728,0.597
1800,26.372,554.991,0.515182,0.591
1900,27.055,582.046,0.513117,0.596
2000,25.112,607.158,0.510028,0.597
2100,27.506,634.664,0.508823,0.596
2200,25.995,660.659,0.518904,0.597
2300,25.802,686.461,0.512934,0.591
2400,26.493,712.955,0.510546,0.596
2500,24.938,737.893,0.505431,0.597
