step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,63.699,63.699,0.514717,1.664
200,71.508,135.207,0.497104,1.664
300,59.642,194.849,0.498045,1.664
400,52.968,247.817,0.485477,1.664
500,56.226,304.043,0.481162,1.671
600,71.886,375.929,0.487835,1.665
700,80.322,456.251,0.487440,1.665
800,74.250,530.501,0.493758,1.665
900,62.602,593.103,0.481436,1.665
1000,60.793,653.896,0.478406,1.673
1100,60.761,714.657,0.485594,1.665
1200,73.027,787.684,0.485826,1.665
1300,70.236,857.920,0.492275,1.665
1400,60.689,918.609,0.478507,1.665
1500,59.859,978.468,0.471431,1.673
1600,61.481,1039.949,0.471468,1.665
1700,75.781,1115.730,0.470807,1.665
1800,75.180,1190.910,0.478158,1.665
1900,63.999,1254.909,0.463975,1.665
2000,63.386,1318.295,0.460526,1.673
2100,59.519,1377.814,0.460363,1.665
2200,78.541,1456.356,0.464101,1.665
2300,71.750,1528.105,0.474312,1.665
2400,64.177,1592.283,0.460480,1.665
2500,61.583,1653.866,0.457594,1.673
