step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,23.978,23.978,0.634591,5.217
200,21.933,45.911,0.497262,5.262
300,22.675,68.586,0.504983,5.256
400,22.255,90.841,0.495607,5.170
500,23.340,114.180,0.459957,5.256
600,22.391,136.571,0.455079,5.279
700,23.451,160.022,0.457760,5.044
800,22.481,182.502,0.446080,5.256
900,22.975,205.477,0.441018,5.136
1000,23.383,228.860,0.437865,5.236
1100,23.927,252.788,0.444528,5.279
1200,24.094,276.882,0.441486,5.127
1300,24.225,301.107,0.436506,5.232
1400,21.879,322.986,0.429325,5.277
1500,22.644,345.630,0.442281,5.271
1600,21.936,367.566,0.431516,5.184
1700,23.248,390.813,0.426056,5.271
1800,22.550,413.363,0.435305,5.294
1900,23.429,436.792,0.440795,5.058
2000,22.432,459.224,0.432281,5.271
2100,23.056,482.279,0.430395,5.151
2200,23.462,505.742,0.428225,5.251
2300,23.994,529.736,0.437826,5.294
2400,24.040,553.775,0.435459,5.142
2500,23.456,577.231,0.431034,5.232
2600,21.722,598.953,0.424173,5.277
2700,22.513,621.466,0.437364,5.271
2800,21.743,643.209,0.426510,5.184
2900,23.115,666.324,0.421539,5.271
3000,22.587,688.911,0.431381,5.294
3100,23.357,712.268,0.437276,5.058
3200,22.293,734.561,0.428648,5.271
3300,22.890,757.451,0.427700,5.151
3400,23.533,780.984,0.424736,5.251
3500,23.919,804.902,0.433958,5.294
3600,44.095,848.998,0.967834,20.815
3700,44.181,893.179,0.749178,20.131
3800,43.401,936.579,0.737060,20.704
3900,45.163,981.742,0.707949,21.410
4000,43.468,1025.210,0.704015,20.211
4100,41.553,1066.763,0.696120,20.589
4200,38.973,1105.737,0.718151,20.262
4300,42.511,1148.248,0.699443,21.896
4400,44.927,1193.175,0.700943,21.687
4500,41.554,1234.729,0.673784,20.757
4600,44.311,1279.040,0.669232,21.012
4700,43.149,1322.189,0.670514,20.925
4800,40.794,1362.983,0.683408,19.132
4900,43.166,1406.149,0.672505,20.131
5000,47.895,1454.044,0.672784,20.704
5100,47.810,1501.854,0.662104,21.410
5200,47.032,1548.887,0.672298,20.211
5300,46.412,1595.298,0.667894,20.589
5400,42.501,1637.800,0.691487,20.262
5500,46.793,1684.593,0.680150,21.896
5600,48.634,1733.227,0.681161,21.687
5700,45.946,1779.173,0.652827,20.757
5800,43.772,1822.945,0.653158,21.012
5900,44.970,1867.915,0.656883,20.925
6000,43.156,1911.072,0.667233,19.132
6100,44.490,1955.562,0.659288,20.131
6200,46.149,2001.711,0.662460,20.704
6300,47.064,2048.776,0.652643,21.410
6400,45.708,2094.483,0.664091,20.211
6500,43.616,2138.100,0.660222,20.589
6600,41.575,2179.675,0.684866,20.262
6700,43.124,2222.799,0.674770,21.896
6800,46.889,2269.688,0.676169,21.687
6900,42.779,2312.467,0.647129,20.757
7000,44.044,2356.510,0.648242,21.012
7100,102.694,2459.205,1.051643,63.600
7200,94.060,2553.265,0.969270,59.672
7300,92.264,2645.529,0.965723,58.332
7400,88.172,2733.701,0.953384,61.543
7500,89.608,2823.309,0.964675,63.463
7600,100.160,2923.469,0.963322,61.901
7700,97.076,3020.545,0.928525,62.525
7800,97.497,3118.041,0.928034,59.950
7900,101.346,3219.387,0.911419,61.298
8000,98.289,3317.676,0.967198,63.405
8100,92.489,3410.166,0.967696,64.518
8200,91.804,3501.970,0.935914,58.140
8300,92.638,3594.607,0.922898,60.858
8400,96.620,3691.228,0.928381,64.389
8500,92.206,3783.434,0.938907,58.332
8600,91.960,3875.395,0.930535,61.543
8700,89.265,3964.660,0.945181,63.463
8800,89.128,4053.789,0.947151,61.901
8900,87.255,4141.043,0.911794,62.525
9000,90.980,4232.023,0.913530,59.950
9100,92.380,4324.404,0.899434,61.298
9200,90.944,4415.347,0.955320,63.405
9300,84.150,4499.498,0.956121,64.518
9400,82.241,4581.739,0.925877,58.140
9500,82.771,4664.510,0.911654,60.858
9600,92.061,4756.571,0.917451,64.389
9700,93.004,4849.575,0.927598,58.332
9800,84.318,4933.893,0.920367,61.543
9900,86.371,5020.264,0.936211,63.463
10000,96.094,5116.358,0.936922,61.901
