step,mean_features,mean_context,train_loss,val_loss,val_acc,val_auc,val_auc_easy,val_auc_medium,val_auc_hard,cum_time_s,cum_flops,peak_gpu_gb
100,20.81,105.38,0.979656,1.060147,0.5422,0.529,0.5478,0.5377,0.5015,61.31,8023999622400.0,0.373
200,19.47,105.94,0.955958,1.028281,0.5667,0.5258,0.5211,0.5166,0.5397,122.39,16078655347200.0,0.373
300,21.19,95.94,0.892561,1.012679,0.5742,0.5361,0.5327,0.5295,0.5461,183.3,24059816812800.0,0.373
400,20.91,104.31,0.871595,1.004921,0.574,0.555,0.5479,0.5617,0.5555,244.08,32049082944000.0,0.373
500,20.31,85.47,0.720141,0.996343,0.5802,0.5658,0.5729,0.5776,0.5469,304.94,40088798208000.0,0.373
600,22.34,97.75,0.976211,0.989684,0.5827,0.5722,0.5701,0.5948,0.5517,365.75,48211294348800.0,0.373
700,19.19,96.81,0.969577,0.983357,0.5888,0.5698,0.5658,0.5946,0.549,426.51,56160724204800.0,0.363
800,24.59,107.72,1.025906,0.980215,0.5894,0.5678,0.5625,0.5847,0.5562,487.08,64035115833600.0,0.373
900,25.31,89.59,1.006018,0.976799,0.5914,0.5787,0.5789,0.5865,0.5707,548.1,72100758182400.0,0.373
1000,21.59,103.0,0.932346,0.971659,0.5935,0.5817,0.5862,0.5835,0.5752,609.36,80064307008000.0,0.365
1100,25.22,87.38,1.014419,0.967033,0.5958,0.5896,0.604,0.5883,0.5766,670.57,88268074963200.0,0.373
1200,21.62,113.78,0.810699,0.96312,0.5965,0.594,0.6127,0.5943,0.5751,731.78,96334930713600.0,0.373
1300,23.19,99.38,0.913513,0.96044,0.5973,0.6002,0.6226,0.6037,0.5742,792.39,104316451948800.0,0.373
1400,23.12,94.62,0.747912,0.958205,0.5981,0.6008,0.6225,0.6067,0.5731,853.36,112394142432000.0,0.364
1500,21.72,113.03,0.993594,0.95664,0.5973,0.5995,0.6204,0.6087,0.5695,914.01,120357930412800.0,0.373
1600,20.78,95.56,1.004637,0.955862,0.5974,0.596,0.6139,0.6065,0.5675,975.06,128407119955200.0,0.373
1700,22.53,92.97,0.725477,0.955559,0.597,0.5968,0.6139,0.6069,0.5695,1035.76,136414300262400.0,0.373
1800,52.19,103.31,0.845049,0.954903,0.5956,0.5979,0.6151,0.6069,0.5717,1097.96,144729046944000.0,0.492
1900,46.0,100.56,0.990082,0.954287,0.597,0.5983,0.6162,0.6059,0.5729,1184.0,160666889817600.0,0.391
2000,48.0,106.88,0.907234,0.953697,0.5976,0.5994,0.6181,0.6081,0.572,1273.19,177456596774400.0,0.408
2100,51.0,105.38,0.982081,0.952612,0.5974,0.598,0.6179,0.608,0.5682,1367.21,195111539596800.0,0.436
2200,53.0,93.22,0.885664,0.95091,0.5984,0.5986,0.6192,0.6065,0.57,1466.02,213685547040000.0,0.449
2300,55.0,90.62,1.004497,0.949887,0.5975,0.5995,0.6202,0.6068,0.5714,1568.67,233140046688000.0,0.47
2400,58.0,105.78,0.951624,0.949135,0.5992,0.6016,0.6259,0.6064,0.5725,1676.4,253499648371200.0,0.494
2500,60.0,91.78,0.915887,0.949368,0.5989,0.601,0.6248,0.6046,0.5737,1788.18,274784098636800.0,0.509
