step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,28.854,28.854,0.539342,0.566
200,28.686,57.540,0.520376,0.566
300,26.978,84.518,0.519568,0.562
400,24.274,108.792,0.521059,0.566
500,32.689,141.481,0.517515,0.560
600,28.406,169.887,0.510340,0.567
700,26.206,196.094,0.514731,0.567
800,26.933,223.027,0.512555,0.567
900,42.584,265.611,0.512664,0.563
1000,36.303,301.914,0.512748,0.561
1100,28.552,330.466,0.515877,0.563
1200,25.982,356.448,0.521025,0.567
1300,26.527,382.975,0.513577,0.567
1400,28.560,411.535,0.520629,0.567
1500,28.348,439.884,0.522364,0.567
1600,28.566,468.450,0.515574,0.567
1700,27.560,496.009,0.512600,0.563
1800,26.098,522.108,0.513896,0.567
1900,27.637,549.744,0.512551,0.561
2000,26.738,576.482,0.512844,0.567
2100,29.170,605.652,0.514164,0.567
2200,27.688,633.340,0.510909,0.563
2300,27.883,661.223,0.510744,0.567
2400,31.754,692.977,0.509529,0.561
2500,30.614,723.590,0.509264,0.567
