step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,42.108,42.108,0.734405,0.642
200,48.250,90.358,0.693614,0.641
300,46.970,137.328,0.693622,0.638
400,55.471,192.799,0.693422,0.630
500,42.025,234.824,0.693323,0.641
600,49.532,284.356,0.693493,0.644
700,45.135,329.492,0.693263,0.643
800,45.937,375.429,0.693453,0.639
900,58.247,433.675,0.693560,0.632
1000,44.335,478.011,0.693303,0.643
1100,49.161,527.172,0.693469,0.644
1200,45.046,572.218,0.693262,0.643
1300,44.221,616.439,0.693424,0.639
1400,55.301,671.740,0.693814,0.632
1500,43.632,715.373,0.693334,0.643
1600,44.388,759.761,0.693663,0.644
1700,48.735,808.496,0.693243,0.643
1800,46.597,855.093,0.693399,0.639
1900,55.689,910.781,0.693581,0.632
2000,45.617,956.399,0.693294,0.643
2100,47.161,1003.560,0.693416,0.644
2200,45.109,1048.669,0.693234,0.643
2300,42.343,1091.012,0.693415,0.639
2400,52.163,1143.175,0.694877,0.632
2500,46.437,1189.612,0.693334,0.643
