step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,29.524,29.524,0.656391,0.310
200,27.029,56.554,0.598149,0.329
300,29.544,86.098,0.586044,0.329
400,29.568,115.666,0.582782,0.329
500,29.536,145.202,0.590431,0.329
600,28.129,173.331,0.589132,0.310
700,27.193,200.523,0.589550,0.331
800,29.117,229.640,0.617393,0.331
900,43.907,273.547,0.588255,0.331
1000,38.032,311.578,0.605451,0.331
1100,28.925,340.503,0.599398,0.312
1200,27.405,367.909,0.596635,0.331
1300,26.354,394.263,0.595222,0.331
1400,28.182,422.445,0.592715,0.331
1500,29.192,451.638,0.593828,0.331
1600,27.776,479.414,0.588663,0.310
1700,24.168,503.582,0.572954,0.331
1800,25.059,528.641,0.588769,0.331
1900,26.069,554.710,0.581941,0.331
2000,25.858,580.568,0.582017,0.331
2100,23.960,604.528,0.582867,0.310
2200,24.048,628.576,0.572104,0.331
2300,24.529,653.104,0.585421,0.331
2400,25.063,678.168,0.583673,0.331
2500,25.162,703.330,0.584659,0.331
