epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,93.727,93.727,1.614373,59.220
2,94.324,188.051,1.620359,56.935
3,93.786,281.837,1.581827,62.130
4,89.527,371.364,1.565278,63.198
5,88.676,460.040,1.586964,64.731
6,96.493,556.533,1.588423,59.781
7,86.833,643.366,1.581695,58.320
8,86.669,730.036,1.573378,63.870
9,94.386,824.422,1.573185,63.703
10,80.139,904.561,1.579817,59.448
11,85.928,990.489,1.599972,64.731
12,85.669,1076.158,1.589202,62.393
13,93.251,1169.409,1.558618,59.235
14,99.635,1269.045,1.616289,56.950
15,100.464,1369.508,1.579952,62.145
16,97.023,1466.531,1.563928,63.213
17,95.165,1561.696,1.585486,64.746
18,99.616,1661.312,1.587525,59.796
19,88.545,1749.857,1.580841,58.335
20,90.675,1840.532,1.572793,63.885
21,99.102,1939.635,1.572785,63.718
22,86.487,2026.122,1.579327,59.463
23,98.451,2124.573,1.599664,64.746
24,95.724,2220.297,1.588917,62.407
25,93.059,2313.356,1.558436,59.235
26,101.058,2414.415,1.616097,56.950
27,99.788,2514.202,1.579821,62.145
28,95.923,2610.125,1.563832,63.213
29,92.621,2702.745,1.585354,64.746
30,98.704,2801.449,1.587450,59.796
31,90.798,2892.247,1.581345,58.335
32,99.233,2991.481,1.572742,63.885
33,105.315,3096.796,1.572733,63.718
34,87.131,3183.926,1.579251,59.463
35,97.299,3281.225,1.599606,64.746
36,94.359,3375.585,1.588836,62.407
37,91.603,3467.188,1.558340,59.235
38,93.018,3560.206,1.616037,56.950
39,97.947,3658.153,1.579853,62.145
40,85.466,3743.618,1.563860,63.213
41,83.900,3827.519,1.585263,64.746
42,88.664,3916.183,1.587372,59.796
43,84.625,4000.808,1.580485,58.335
44,86.659,4087.467,1.572676,63.885
45,96.703,4184.169,1.572671,63.718
46,77.050,4261.220,1.579206,59.463
47,85.667,4346.886,1.599568,64.746
48,83.438,4430.324,1.588798,62.407
49,91.720,4522.044,1.558311,59.235
50,98.966,4621.011,1.616000,56.950
