step,toy_roc_auc
100,0.9471
200,0.9669
300,0.9603
400,0.9616
500,0.9630
600,0.9656
700,0.9656
800,0.9669
900,0.9643
1000,0.9696
1100,0.9735
1200,0.9828
1300,0.9894
1400,0.9921
1500,0.9960
1600,0.9974
1700,0.9987
1800,0.9974
1900,0.9974
2000,0.9947
2100,0.9947
2200,0.9960
2300,0.9947
2400,0.9947
2500,0.9947
