step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,52.554,52.554,0.574669,0.051
200,43.655,96.210,0.508875,0.102
300,43.389,139.598,0.507932,0.102
400,43.312,182.910,0.508848,0.102
500,43.367,226.277,0.508043,0.051
600,42.953,269.231,0.508901,0.104
700,42.728,311.959,0.507687,0.104
800,42.712,354.671,0.505256,0.104
900,62.249,416.920,0.499558,0.052
1000,55.996,472.915,0.500716,0.103
1100,59.501,532.416,0.497846,0.103
1200,59.421,591.837,0.495059,0.103
1300,43.444,635.281,0.494901,0.052
1400,42.582,677.863,0.495951,0.103
1500,50.779,728.642,0.500181,0.103
1600,47.904,776.546,0.499652,0.103
1700,54.846,831.392,0.500030,0.051
1800,54.973,886.365,0.490243,0.104
1900,59.799,946.164,0.495348,0.104
2000,59.570,1005.734,0.498220,0.104
2100,43.421,1049.155,0.493639,0.052
2200,44.445,1093.600,0.494591,0.103
2300,42.790,1136.390,0.494668,0.103
2400,42.665,1179.056,0.488300,0.103
2500,43.582,1222.638,0.494556,0.051
2600,43.265,1265.904,0.493366,0.104
2700,43.154,1309.058,0.482642,0.104
2800,43.119,1352.177,0.491027,0.104
2900,43.730,1395.907,0.488326,0.052
3000,43.331,1439.238,0.483055,0.103
3100,43.849,1483.088,0.480661,0.103
3200,43.216,1526.304,0.480611,0.103
3300,44.349,1570.653,0.475318,0.051
3400,43.139,1613.792,0.474816,0.104
3500,42.934,1656.726,0.477553,0.104
3600,42.893,1699.619,0.477545,0.104
3700,43.447,1743.066,0.473177,0.052
3800,43.107,1786.173,0.473971,0.103
3900,42.949,1829.122,0.472660,0.103
4000,42.923,1872.045,0.477190,0.103
4100,43.053,1915.098,0.481473,0.052
4200,42.960,1958.058,0.475383,0.103
4300,43.067,2001.124,0.474737,0.103
4400,42.489,2043.614,0.473399,0.103
4500,43.126,2086.740,0.469353,0.051
4600,42.942,2129.682,0.470320,0.104
4700,42.840,2172.523,0.474765,0.104
4800,42.859,2215.382,0.468806,0.104
4900,43.393,2258.775,0.472845,0.051
5000,43.150,2301.925,0.469437,0.104
5100,42.871,2344.796,0.468787,0.104
5200,43.201,2387.997,0.475890,0.104
5300,42.962,2430.959,0.471901,0.052
5400,42.495,2473.454,0.467544,0.103
5500,42.339,2515.793,0.468657,0.103
5600,42.571,2558.364,0.461477,0.103
5700,43.440,2601.804,0.470746,0.052
5800,42.901,2644.705,0.469115,0.103
5900,42.760,2687.465,0.468127,0.103
6000,42.745,2730.210,0.471271,0.103
6100,43.315,2773.525,0.466816,0.052
6200,42.971,2816.496,0.466771,0.103
6300,42.841,2859.337,0.465338,0.103
6400,42.851,2902.188,0.468054,0.103
6500,43.438,2945.626,0.470194,0.051
6600,42.933,2988.559,0.468595,0.104
6700,42.734,3031.293,0.469227,0.104
6800,42.760,3074.052,0.462293,0.104
6900,43.460,3117.512,0.471152,0.052
7000,43.167,3160.678,0.470265,0.103
7100,43.045,3203.724,0.470296,0.103
7200,43.021,3246.745,0.472642,0.103
7300,43.116,3289.861,0.466879,0.052
7400,42.691,3332.552,0.465117,0.103
7500,42.894,3375.446,0.471156,0.103
7600,42.689,3418.135,0.465812,0.103
7700,44.281,3462.416,0.465427,0.051
7800,43.732,3506.148,0.467392,0.104
7900,42.974,3549.123,0.462835,0.104
8000,42.797,3591.920,0.462885,0.104
8100,43.053,3634.973,0.469427,0.052
8200,42.626,3677.599,0.465439,0.103
8300,42.546,3720.145,0.465778,0.103
8400,42.476,3762.622,0.464898,0.103
8500,43.354,3805.976,0.465501,0.052
8600,43.010,3848.985,0.471506,0.103
8700,42.843,3891.828,0.468764,0.103
8800,42.833,3934.661,0.466873,0.103
8900,43.431,3978.092,0.464109,0.052
9000,43.074,4021.166,0.461467,0.103
9100,42.843,4064.008,0.468405,0.103
9200,42.719,4106.728,0.466706,0.103
9300,43.450,4150.178,0.466317,0.052
9400,43.098,4193.276,0.462730,0.103
9500,42.993,4236.268,0.467582,0.103
9600,42.769,4279.037,0.466848,0.103
9700,43.061,4322.098,0.471975,0.052
9800,42.777,4364.875,0.462705,0.103
9900,42.560,4407.436,0.468105,0.103
10000,42.481,4449.917,0.462919,0.103
