step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,49.752,49.752,0.603423,0.051
200,47.635,97.388,0.514471,0.102
300,47.506,144.894,0.502998,0.102
400,47.488,192.381,0.500402,0.102
500,46.018,238.399,0.479666,0.052
600,46.020,284.419,0.476381,0.103
700,46.125,330.544,0.474133,0.103
800,42.525,373.069,0.467272,0.103
900,43.475,416.544,0.465926,0.052
1000,42.992,459.536,0.467344,0.103
1100,42.804,502.340,0.458788,0.103
1200,42.857,545.197,0.467525,0.103
1300,44.017,589.214,0.470676,0.052
1400,42.829,632.043,0.464407,0.103
1500,42.606,674.649,0.464058,0.103
1600,42.561,717.209,0.464727,0.103
1700,42.715,759.924,0.460683,0.052
1800,42.220,802.144,0.473730,0.103
1900,42.037,844.181,0.465946,0.103
2000,41.979,886.160,0.465217,0.103
2100,42.764,928.924,0.459865,0.052
2200,42.616,971.540,0.462620,0.103
2300,42.246,1013.787,0.463622,0.103
2400,42.162,1055.949,0.460119,0.103
2500,42.307,1098.256,0.467034,0.052
2600,42.079,1140.335,0.465113,0.103
2700,42.314,1182.649,0.458097,0.103
2800,41.735,1224.384,0.456422,0.103
2900,43.193,1267.577,0.464727,0.052
3000,42.936,1310.513,0.460120,0.103
3100,43.562,1354.074,0.460797,0.103
3200,42.651,1396.725,0.454336,0.103
3300,44.138,1440.863,0.462449,0.051
3400,42.678,1483.540,0.454218,0.104
3500,42.557,1526.098,0.461602,0.104
3600,42.480,1568.578,0.465654,0.104
3700,48.452,1617.030,0.463119,0.052
3800,46.895,1663.925,0.460052,0.103
3900,44.078,1708.003,0.452438,0.103
4000,44.469,1752.472,0.456010,0.103
4100,43.267,1795.739,0.456426,0.052
4200,42.837,1838.576,0.457192,0.103
4300,42.985,1881.561,0.463224,0.103
4400,43.430,1924.991,0.460738,0.103
4500,43.267,1968.258,0.460810,0.052
4600,42.794,2011.052,0.454618,0.103
4700,42.641,2053.693,0.457172,0.103
4800,42.662,2096.355,0.456005,0.103
4900,44.349,2140.704,0.457259,0.052
5000,42.881,2183.584,0.458256,0.103
5100,42.711,2226.295,0.456564,0.103
5200,42.685,2268.980,0.451864,0.103
5300,43.614,2312.594,0.462783,0.051
5400,43.052,2355.646,0.458193,0.104
5500,42.729,2398.375,0.455885,0.104
5600,42.734,2441.109,0.454950,0.104
5700,43.440,2484.549,0.459530,0.052
5800,42.967,2527.516,0.457899,0.103
5900,42.827,2570.343,0.460685,0.103
6000,42.809,2613.151,0.458730,0.103
6100,43.587,2656.738,0.457129,0.052
6200,42.992,2699.730,0.456874,0.103
6300,42.958,2742.688,0.460274,0.103
6400,42.759,2785.446,0.455754,0.103
6500,43.537,2828.983,0.451891,0.052
6600,43.770,2872.754,0.455427,0.103
6700,43.376,2916.130,0.456406,0.103
6800,42.655,2958.784,0.453956,0.103
6900,42.964,3001.748,0.450019,0.052
7000,42.633,3044.381,0.454964,0.103
7100,42.774,3087.155,0.452629,0.103
7200,42.652,3129.807,0.453903,0.103
7300,43.108,3172.915,0.457928,0.052
7400,42.757,3215.672,0.452007,0.103
7500,42.546,3258.218,0.456099,0.103
7600,42.146,3300.363,0.452780,0.103
7700,42.959,3343.322,0.455210,0.052
7800,42.597,3385.920,0.460734,0.103
7900,42.332,3428.251,0.457464,0.103
8000,42.326,3470.577,0.454228,0.103
8100,43.275,3513.852,0.451301,0.052
8200,42.449,3556.301,0.456664,0.103
8300,43.094,3599.396,0.447543,0.103
8400,42.210,3641.605,0.460653,0.103
8500,43.349,3684.954,0.451255,0.052
8600,42.938,3727.893,0.456389,0.103
8700,42.796,3770.689,0.454501,0.103
8800,43.257,3813.946,0.456863,0.103
8900,42.606,3856.552,0.450925,0.052
9000,42.250,3898.802,0.451435,0.103
9100,42.095,3940.897,0.455106,0.103
9200,42.087,3982.984,0.458784,0.103
9300,42.210,4025.194,0.447842,0.052
9400,41.921,4067.114,0.456608,0.103
9500,41.784,4108.899,0.447583,0.103
9600,41.899,4150.798,0.452409,0.103
9700,42.926,4193.724,0.456233,0.052
9800,42.277,4236.001,0.446086,0.103
9900,42.107,4278.109,0.451849,0.103
10000,42.199,4320.308,0.451422,0.103
