step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,38.037,38.037,0.543152,0.594
200,42.670,80.707,0.524002,0.594
300,38.222,118.929,0.520330,0.588
400,38.866,157.795,0.517576,0.589
500,36.422,194.217,0.518474,0.594
600,40.276,234.493,0.514521,0.595
700,45.938,280.431,0.518059,0.595
800,41.534,321.965,0.515167,0.589
900,40.758,362.722,0.513925,0.590
1000,39.042,401.765,0.513336,0.595
1100,40.756,442.521,0.511522,0.595
1200,41.989,484.510,0.516348,0.595
1300,38.388,522.898,0.513865,0.589
1400,42.278,565.176,0.512774,0.590
1500,39.787,604.963,0.512287,0.595
1600,41.760,646.723,0.510237,0.595
1700,45.235,691.958,0.515185,0.595
1800,39.798,731.757,0.512591,0.589
1900,40.775,772.532,0.511468,0.590
2000,38.769,811.301,0.510939,0.595
2100,41.626,852.927,0.508876,0.595
2200,44.061,896.989,0.514422,0.595
2300,39.720,936.709,0.511951,0.589
2400,39.922,976.631,0.510938,0.590
2500,39.915,1016.546,0.510444,0.595
